Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
"Los Angeles",Weekly,"2021-05-30 00:00:00",Organic,1.828731148,139894.57,3727.92,2200.58,2.81,68690.06,,,,65273.20
"Los Angeles",Weekly,"2021-05-23 00:00:00",Organic,1.730168865,152333.52,3745.43,2115.19,5.62,79335.52,,,,67131.76
Louisville,Weekly,"2021-06-13 00:00:00",Organic,2.164357095,6483.41,26.46,655.26,0.00,1732.03,,,,4069.66
Louisville,Weekly,"2021-06-06 00:00:00",Organic,2.226239755,5730.77,9.45,714.28,0.00,1406.96,,,,3600.08
Louisville,Weekly,"2021-05-30 00:00:00",Organic,1.868090183,5930.28,17.01,751.53,0.00,1357.11,,,,3804.63
Louisville,Weekly,"2021-05-23 00:00:00",Organic,1.790128598,7223.25,11.86,920.60,0.00,1445.59,,,,4845.19
"Miami/Ft. Lauderdale",Weekly,"2021-06-13 00:00:00",Organic,1.348115184,51516.52,289.27,0.00,0.00,50600.41,,,,626.85
"Miami/Ft. Lauderdale",Weekly,"2021-06-06 00:00:00",Organic,1.325879213,52381.21,205.51,0.00,0.00,51473.55,,,,702.15
"Miami/Ft. Lauderdale",Weekly,"2021-05-30 00:00:00",Organic,1.335826166,63746.12,198.19,0.00,0.00,62795.07,,,,752.85
"Miami/Ft. Lauderdale",Weekly,"2021-05-23 00:00:00",Organic,1.284427403,65001.15,152.05,1.13,0.00,64083.17,,,,764.79
Nashville,Weekly,"2021-06-13 00:00:00",Organic,1.708933876,19735.81,111.39,1092.31,0.00,12337.92,,,,6194.19
Nashville,Weekly,"2021-06-06 00:00:00",Organic,1.948048382,14533.83,54.81,1292.95,0.00,7529.62,,,,5656.45
Nashville,Weekly,"2021-05-30 00:00:00",Organic,1.750520516,14387.40,18.38,1349.67,0.00,7462.47,,,,5556.88
Nashville,Weekly,"2021-05-23 00:00:00",Organic,1.754446859,14876.89,24.35,1443.71,0.00,6715.90,,,,6692.92
"Northern New England",Weekly,"2021-06-13 00:00:00",Organic,2.086103278,17327.73,79.68,426.57,0.00,14543.83,,,,2277.65
"Northern New England",Weekly,"2021-06-06 00:00:00",Organic,2.101906919,16352.65,72.33,526.46,0.00,13736.93,,,,2016.94
"Northern New England",Weekly,"2021-05-30 00:00:00",Organic,2.080695939,18460.94,89.17,520.28,0.00,15863.15,,,,1988.35
"Northern New England",Weekly,"2021-05-23 00:00:00",Organic,2.033347660,17084.73,112.42,395.43,0.00,14688.45,,,,1888.43
"New Orleans/Mobile",Weekly,"2021-06-13 00:00:00",Organic,1.248086661,9056.03,220.84,18.83,0.00,8450.94,,,,365.43
"New Orleans/Mobile",Weekly,"2021-06-06 00:00:00",Organic,1.129115325,16723.65,75.55,30.65,0.00,16343.46,,,,273.98
"New Orleans/Mobile",Weekly,"2021-05-30 00:00:00",Organic,1.154348070,16205.65,297.58,23.71,0.00,15539.40,,,,344.96
"New Orleans/Mobile",Weekly,"2021-05-23 00:00:00",Organic,1.083627067,25605.29,209.96,33.19,0.00,25146.85,,,,215.28
"New York",Weekly,"2021-06-13 00:00:00",Organic,1.829470109,112836.53,8750.75,9094.01,122.98,88776.37,,,,6092.41
"New York",Weekly,"2021-06-06 00:00:00",Organic,1.846574959,112585.73,9482.69,8642.75,73.88,87970.37,,,,6416.04
"New York",Weekly,"2021-05-30 00:00:00",Organic,1.863880645,110260.72,10343.17,9198.95,147.30,83745.30,,,,6826.00
"New York",Weekly,"2021-05-23 00:00:00",Organic,1.844940129,107730.04,11167.54,7753.43,80.15,82261.22,,,,6467.70
Orlando,Weekly,"2021-06-13 00:00:00",Organic,1.380559859,32219.95,163.55,0.00,0.00,31955.59,,,,100.80
Orlando,Weekly,"2021-06-06 00:00:00",Organic,1.330225110,31828.91,104.37,0.00,0.00,31627.94,,,,96.60
Orlando,Weekly,"2021-05-30 00:00:00",Organic,1.324033814,35491.73,101.60,2.18,0.00,35284.00,,,,103.95
Orlando,Weekly,"2021-05-23 00:00:00",Organic,1.190239017,44390.37,86.71,0.00,0.00,44131.45,,,,172.20
Peoria/Springfield,Weekly,"2021-06-13 00:00:00",Organic,1.579964308,3694.95,21.96,420.24,0.00,2404.80,,,,847.95
Peoria/Springfield,Weekly,"2021-06-06 00:00:00",Organic,1.895662645,3248.41,16.17,460.08,0.00,1892.45,,,,879.71
Peoria/Springfield,Weekly,"2021-05-30 00:00:00",Organic,1.923113718,3665.94,18.08,504.23,0.00,2020.43,,,,1123.20
Peoria/Springfield,Weekly,"2021-05-23 00:00:00",Organic,1.649764350,3591.39,18.90,407.93,0.00,2268.76,,,,895.80
Philadelphia,Weekly,"2021-06-13 00:00:00",Organic,1.784890541,28125.37,1086.01,2319.83,0.00,21324.82,,,,3394.71
Philadelphia,Weekly,"2021-06-06 00:00:00",Organic,1.789276663,27067.25,901.09,1844.39,0.00,20361.88,,,,3959.89
Philadelphia,Weekly,"2021-05-30 00:00:00",Organic,1.753891766,28729.10,1046.52,2058.06,0.00,21967.19,,,,3657.32
Philadelphia,Weekly,"2021-05-23 00:00:00",Organic,1.753763701,29722.81,1228.12,2105.66,0.00,22889.60,,,,3499.42
Phoenix/Tucson,Weekly,"2021-06-13 00:00:00",Organic,1.681369820,28044.34,1833.75,834.46,0.00,13084.75,,,,12291.38
Phoenix/Tucson,Weekly,"2021-06-06 00:00:00",Organic,1.602439551,31132.65,1644.56,886.30,0.00,16040.79,,,,12561.00
Phoenix/Tucson,Weekly,"2021-05-30 00:00:00",Organic,1.580587356,30788.66,2003.21,848.45,0.00,15724.78,,,,12212.22
Phoenix/Tucson,Weekly,"2021-05-23 00:00:00",Organic,1.532592902,32471.80,2328.18,958.27,0.00,16145.79,,,,13039.56
Pittsburgh,Weekly,"2021-06-13 00:00:00",Organic,1.446954659,12600.27,1753.68,2.81,0.00,9806.64,,,,1037.14
Pittsburgh,Weekly,"2021-06-06 00:00:00",Organic,1.434530924,12315.99,1703.91,4.25,0.00,9564.79,,,,1043.05
Pittsburgh,Weekly,"2021-05-30 00:00:00",Organic,1.440037412,13234.17,2009.13,0.00,0.00,10088.66,,,,1136.38
Pittsburgh,Weekly,"2021-05-23 00:00:00",Organic,1.350447085,17343.63,2629.54,0.00,0.00,10172.75,,,,4541.34
Portland,Weekly,"2021-06-13 00:00:00",Organic,2.258602283,29957.22,66.81,4537.69,0.00,5768.98,,,,19583.74
Portland,Weekly,"2021-06-06 00:00:00",Organic,2.245479252,33306.37,37.61,4910.97,0.00,6192.68,,,,22165.11
Portland,Weekly,"2021-05-30 00:00:00",Organic,2.271400906,32079.31,68.48,4908.90,0.00,5588.60,,,,21513.34
Portland,Weekly,"2021-05-23 00:00:00",Organic,2.205732464,34944.66,90.45,4928.43,0.00,6950.90,,,,22974.87
Providence,Weekly,"2021-06-13 00:00:00",Organic,2.114547751,4558.73,34.82,29.15,0.00,4486.75,,,,8.01
Providence,Weekly,"2021-06-06 00:00:00",Organic,2.137403303,4537.48,54.73,16.04,0.00,4462.67,,,,4.03
Providence,Weekly,"2021-05-30 00:00:00",Organic,2.138397336,4468.15,38.34,22.70,0.00,4405.76,,,,1.34
Providence,Weekly,"2021-05-23 00:00:00",Organic,2.107224676,4379.16,9.20,15.49,0.00,4345.42,,,,9.06
Raleigh/Greensboro,Weekly,"2021-06-13 00:00:00",Organic,1.625979833,27571.23,400.97,2983.69,23.72,23090.72,,,,1072.12
Raleigh/Greensboro,Weekly,"2021-06-06 00:00:00",Organic,1.613417376,29147.85,375.17,3128.28,21.60,24403.85,,,,1218.95
Raleigh/Greensboro,Weekly,"2021-05-30 00:00:00",Organic,1.623689926,28081.00,420.29,2897.58,8.64,23746.65,,,,1007.84
Raleigh/Greensboro,Weekly,"2021-05-23 00:00:00",Organic,1.621657805,25966.13,344.74,3107.39,22.71,21998.76,,,,492.53
Richmond/Norfolk,Weekly,"2021-06-13 00:00:00",Organic,1.102220677,41441.55,10.54,1172.20,0.00,37708.71,,,,2550.10
Richmond/Norfolk,Weekly,"2021-06-06 00:00:00",Organic,1.084406657,40092.23,2.03,1268.78,3.24,36079.64,,,,2738.54
Richmond/Norfolk,Weekly,"2021-05-30 00:00:00",Organic,1.078344403,32467.96,2.16,1205.34,2.16,29004.90,,,,2253.40
Richmond/Norfolk,Weekly,"2021-05-23 00:00:00",Organic,1.063984355,36585.43,6.35,1369.76,2.16,33128.76,,,,2078.40
Roanoke,Weekly,"2021-06-13 00:00:00",Organic,1.383035254,13794.88,49.52,872.62,0.00,10164.29,,,,2708.45
Roanoke,Weekly,"2021-06-06 00:00:00",Organic,1.409405628,13986.53,74.30,966.89,0.00,10123.24,,,,2822.09
Roanoke,Weekly,"2021-05-30 00:00:00",Organic,1.354947393,12990.40,23.18,1057.95,0.00,9091.41,,,,2817.85
Roanoke,Weekly,"2021-05-23 00:00:00",Organic,1.272763951,13922.66,21.75,951.02,0.00,10302.57,,,,2647.31
Sacramento,Weekly,"2021-06-13 00:00:00",Organic,1.534399393,27991.97,3147.02,3091.86,0.00,17922.98,,,,3830.11
Sacramento,Weekly,"2021-06-06 00:00:00",Organic,1.891137028,22054.43,2944.32,3229.09,0.00,12433.03,,,,3447.99
Sacramento,Weekly,"2021-05-30 00:00:00",Organic,1.560030057,29006.49,3970.14,3074.30,0.00,17764.42,,,,4197.63
Sacramento,Weekly,"2021-05-23 00:00:00",Organic,1.642467144,26712.08,2357.06,3426.10,3.73,17711.44,,,,3213.76
"San Diego",Weekly,"2021-06-13 00:00:00",Organic,2.115330038,32241.31,646.33,1024.60,0.00,15426.59,,,,15143.79
"San Diego",Weekly,"2021-06-06 00:00:00",Organic,1.997297907,33092.04,539.87,995.09,1.43,17414.86,,,,14140.79
"San Diego",Weekly,"2021-05-30 00:00:00",Organic,2.036562584,33303.39,568.70,1061.43,0.00,17423.62,,,,14249.64
"San Diego",Weekly,"2021-05-23 00:00:00",Organic,1.928220745,34189.86,508.94,925.23,0.00,18498.70,,,,14256.99
"San Francisco",Weekly,"2021-06-13 00:00:00",Organic,1.751757119,79657.39,4633.14,4880.06,8.10,45222.79,,,,24913.29
"San Francisco",Weekly,"2021-06-06 00:00:00",Organic,1.946999155,72257.78,3146.97,4650.75,2.70,44659.28,,,,19798.09
"San Francisco",Weekly,"2021-05-30 00:00:00",Organic,1.734707082,76834.64,4647.31,4671.12,1.35,44597.79,,,,22917.08
"San Francisco",Weekly,"2021-05-23 00:00:00",Organic,1.883541990,71946.06,2535.32,5388.40,0.00,46966.14,,,,17056.20
Seattle,Weekly,"2021-06-13 00:00:00",Organic,2.323470400,51510.60,1006.24,3859.07,0.00,17175.56,,,,29469.73
Seattle,Weekly,"2021-06-06 00:00:00",Organic,2.253592381,60231.96,1094.57,4553.84,0.00,20226.38,,,,34357.17
Seattle,Weekly,"2021-05-30 00:00:00",Organic,2.236479892,52177.59,1156.28,4043.75,1.13,17735.08,,,,29241.36
Seattle,Weekly,"2021-05-23 00:00:00",Organic,1.868624046,74872.85,1153.57,6866.35,1.13,19700.36,,,,47151.45
"South Carolina",Weekly,"2021-06-13 00:00:00",Organic,1.591740005,29852.29,570.75,2398.46,7.80,22772.92,,,,4102.36
"South Carolina",Weekly,"2021-06-06 00:00:00",Organic,1.693706021,27123.78,570.59,2258.43,36.96,20705.29,,,,3552.52
"South Carolina",Weekly,"2021-05-30 00:00:00",Organic,1.732535833,27419.76,826.50,2475.81,12.34,19890.24,,,,4214.86
"South Carolina",Weekly,"2021-05-23 00:00:00",Organic,1.678349502,26305.45,421.55,2395.52,11.49,20323.79,,,,3153.10
Spokane,Weekly,"2021-06-13 00:00:00",Organic,2.434431961,3472.35,88.44,482.24,0.00,873.73,,,,2027.94
Spokane,Weekly,"2021-06-06 00:00:00",Organic,2.387334375,4155.44,163.00,544.25,0.00,945.39,,,,2502.80
Spokane,Weekly,"2021-05-30 00:00:00",Organic,2.307404424,3811.12,179.88,578.98,1.73,884.76,,,,2165.77
Spokane,Weekly,"2021-05-23 00:00:00",Organic,2.383552260,3904.39,195.48,520.80,0.00,1008.79,,,,2179.31
"St. Louis",Weekly,"2021-06-13 00:00:00",Organic,2.348721849,6576.97,1084.62,1145.88,0.00,2880.41,,,,1466.05
"St. Louis",Weekly,"2021-06-06 00:00:00",Organic,2.325843687,6495.92,1023.05,1081.89,6.00,2929.50,,,,1455.48
"St. Louis",Weekly,"2021-05-30 00:00:00",Organic,2.274798080,6762.37,1184.96,885.26,10.81,3160.11,,,,1521.23
"St. Louis",Weekly,"2021-05-23 00:00:00",Organic,2.245347913,6552.26,908.92,975.50,3.60,3255.13,,,,1409.11
Syracuse,Weekly,"2021-06-13 00:00:00",Organic,1.778812048,3867.93,316.72,231.99,0.00,3219.78,,,,99.44
Syracuse,Weekly,"2021-06-06 00:00:00",Organic,1.701313798,4378.58,279.88,96.79,0.00,3907.77,,,,94.14
Syracuse,Weekly,"2021-05-30 00:00:00",Organic,1.687477513,4359.33,329.07,96.70,0.00,3840.41,,,,93.14
Syracuse,Weekly,"2021-05-23 00:00:00",Organic,1.707754805,5542.80,255.25,159.68,0.00,5038.98,,,,88.89
Tampa,Weekly,"2021-06-13 00:00:00",Organic,1.147168223,30922.59,157.15,0.00,0.00,30649.83,,,,115.61
Tampa,Weekly,"2021-06-06 00:00:00",Organic,1.110301566,31817.38,98.47,1.05,0.00,31639.11,,,,78.75
Tampa,Weekly,"2021-05-30 00:00:00",Organic,1.131389034,35914.32,90.36,0.00,0.00,35741.00,,,,82.95
Tampa,Weekly,"2021-05-23 00:00:00",Organic,0.989981191,48714.00,132.44,0.00,0.00,48503.87,,,,77.70
Toledo,Weekly,"2021-06-13 00:00:00",Organic,1.606681101,4190.36,46.95,432.59,0.00,1984.24,,,,1726.57
Toledo,Weekly,"2021-06-06 00:00:00",Organic,1.996924305,3759.14,96.53,507.32,0.00,1576.00,,,,1579.29
Toledo,Weekly,"2021-05-30 00:00:00",Organic,1.953768463,3889.70,64.35,457.33,0.00,1788.98,,,,1579.04
Toledo,Weekly,"2021-05-23 00:00:00",Organic,1.607965439,4235.32,50.77,482.29,0.00,2012.94,,,,1689.32
"West Tex/New Mexico",Weekly,"2021-06-13 00:00:00",Organic,1.339511185,28235.18,750.68,412.94,0.00,22491.66,,,,4579.90
"West Tex/New Mexico",Weekly,"2021-06-06 00:00:00",Organic,1.338582226,27065.30,594.91,371.45,2.96,21653.89,,,,4442.08
"West Tex/New Mexico",Weekly,"2021-05-30 00:00:00",Organic,1.325114748,26987.66,647.62,388.28,4.45,21774.90,,,,4172.42
"West Tex/New Mexico",Weekly,"2021-05-23 00:00:00",Organic,1.294266019,30135.76,839.58,320.96,0.00,24642.19,,,,4333.03
Wichita,Weekly,"2021-06-13 00:00:00",Organic,1.842223092,2417.16,310.74,1.08,0.00,803.12,,,,1302.22
Wichita,Weekly,"2021-06-06 00:00:00",Organic,1.819366845,1910.96,208.17,16.26,0.00,757.97,,,,928.56
Wichita,Weekly,"2021-05-30 00:00:00",Organic,1.661961666,2050.72,264.24,6.50,0.00,630.53,,,,1149.47
Wichita,Weekly,"2021-05-23 00:00:00",Organic,1.673442884,2677.28,392.29,4.33,0.00,751.67,,,,1528.98
California,Weekly,"2021-06-13 00:00:00",Organic,1.829291086,353109.13,17682.92,17093.13,20.07,177850.25,,,,140462.77
California,Weekly,"2021-06-06 00:00:00",Organic,1.873293185,337376.96,14609.72,17202.65,15.53,178331.03,,,,127218.02
California,Weekly,"2021-05-30 00:00:00",Organic,1.789221699,345752.08,18370.12,17256.69,6.43,184507.53,,,,125611.31
California,Weekly,"2021-05-23 00:00:00",Organic,1.782421117,350232.25,12801.60,18987.73,11.29,201328.15,,,,117103.48
"Great Lakes",Weekly,"2021-06-13 00:00:00",Organic,1.523706508,203526.08,5522.41,17844.48,3.21,97964.91,,,,82191.06
"Great Lakes",Weekly,"2021-06-06 00:00:00",Organic,1.721530345,168223.74,5166.55,14562.69,6.82,86446.15,,,,62041.54
"Great Lakes",Weekly,"2021-05-30 00:00:00",Organic,1.718458592,167869.14,5125.50,15614.84,2.40,86665.09,,,,60461.31
"Great Lakes",Weekly,"2021-05-23 00:00:00",Organic,1.518867184,190547.92,5425.08,15683.95,3.60,99444.42,,,,69990.88
Midsouth,Weekly,"2021-06-13 00:00:00",Organic,1.437064966,316491.44,1943.13,20003.87,49.50,260190.88,,,,34304.06
Midsouth,Weekly,"2021-06-06 00:00:00",Organic,1.424257391,316494.02,1818.23,20809.17,53.43,260959.27,,,,32853.91
Midsouth,Weekly,"2021-05-30 00:00:00",Organic,1.419995773,297147.01,1675.30,21284.53,40.31,241643.49,,,,32503.38
Midsouth,Weekly,"2021-05-23 00:00:00",Organic,1.385730888,304932.31,1490.52,22042.29,55.37,248307.34,,,,33036.78
Northeast,Weekly,"2021-06-13 00:00:00",Organic,1.814500635,289025.11,15158.10,24468.49,146.16,234232.51,,,,15019.84
Northeast,Weekly,"2021-06-06 00:00:00",Organic,1.806163278,291990.20,15796.79,23192.33,110.24,236993.63,,,,15897.21
Northeast,Weekly,"2021-05-30 00:00:00",Organic,1.786865954,300787.90,17003.52,26394.58,156.95,241228.37,,,,16004.48
Northeast,Weekly,"2021-05-23 00:00:00",Organic,1.771853714,306096.01,18551.88,22098.12,130.15,246032.12,,,,19283.74
Plains,Weekly,"2021-06-13 00:00:00",Organic,1.799478840,47770.98,8037.42,2366.21,16.99,32252.14,,,,5098.22
Plains,Weekly,"2021-06-06 00:00:00",Organic,1.814547590,47287.09,7904.23,2296.24,50.51,32690.50,,,,4345.61
Plains,Weekly,"2021-05-30 00:00:00",Organic,1.759227167,48259.31,7899.77,2214.50,21.96,32894.25,,,,5228.83
Plains,Weekly,"2021-05-23 00:00:00",Organic,1.778524810,46804.34,8606.08,4482.67,49.29,27739.26,,,,5927.03
"South Central",Weekly,"2021-06-13 00:00:00",Organic,1.555036785,131924.89,9781.55,1717.60,0.00,95138.16,,,,25287.58
"South Central",Weekly,"2021-06-06 00:00:00",Organic,1.522977352,143746.09,9962.80,1589.71,0.00,106769.34,,,,25424.24
"South Central",Weekly,"2021-05-30 00:00:00",Organic,1.526518934,143251.54,10466.32,1980.71,1.58,104904.36,,,,25898.58
"South Central",Weekly,"2021-05-23 00:00:00",Organic,1.486100056,151010.96,14040.24,1599.20,0.00,114707.87,,,,20663.65
Southeast,Weekly,"2021-06-13 00:00:00",Organic,1.426668534,260227.17,2198.42,7507.74,8.33,224376.27,,,,26136.41
Southeast,Weekly,"2021-06-06 00:00:00",Organic,1.416338599,255489.43,1728.20,7242.18,39.08,222162.89,,,,24317.08
Southeast,Weekly,"2021-05-30 00:00:00",Organic,1.396065827,285455.78,1909.02,7809.24,17.67,248284.25,,,,27435.59
Southeast,Weekly,"2021-05-23 00:00:00",Organic,1.284824375,329741.30,1195.42,7920.43,12.32,294341.38,,,,26271.75
West,Weekly,"2021-06-13 00:00:00",Organic,1.943175133,286836.27,11978.69,18067.26,7.05,107666.47,,,,149116.80
West,Weekly,"2021-06-06 00:00:00",Organic,1.940766812,298577.23,10057.25,20664.67,8.84,112040.23,,,,155806.24
West,Weekly,"2021-05-30 00:00:00",Organic,1.908035539,290517.84,11467.12,20050.42,9.94,105386.90,,,,153603.46
West,Weekly,"2021-05-23 00:00:00",Organic,1.793444724,317818.13,12495.56,21831.76,1.15,113878.94,,,,169610.72
"Total U.S.",Weekly,"2021-06-13 00:00:00",Organic,1.670301158,1888911.07,72302.63,109068.80,251.32,1229671.59,,,,477616.74
"Total U.S.",Weekly,"2021-06-06 00:00:00",Organic,1.692039575,1859184.75,67043.78,107559.64,284.45,1236393.04,,,,447903.84
"Total U.S.",Weekly,"2021-05-30 00:00:00",Organic,1.661979601,1879040.61,73916.69,112605.51,257.24,1245514.24,,,,446746.93
"Total U.S.",Weekly,"2021-05-23 00:00:00",Organic,1.592191826,1997183.22,74606.38,114646.16,263.17,1345779.49,,,,461888.03
Albany,Weekly,"2021-07-11 00:00:00",Conventional,1.129241187,125883.39,23032.29,78428.89,6.04,20958.17,,,,3458.00
Albany,Weekly,"2021-07-04 00:00:00",Conventional,1.161689075,155016.89,26753.50,103428.73,51.91,20288.18,,,,4494.56
Albany,Weekly,"2021-06-27 00:00:00",Conventional,1.150155846,128947.96,27376.60,83408.74,79.18,17223.54,,,,859.90
Albany,Weekly,"2021-06-20 00:00:00",Conventional,1.155964989,147008.33,23067.16,99490.77,41.45,22742.69,,,,1666.26
Atlanta,Weekly,"2021-07-11 00:00:00",Conventional,1.015260242,696808.79,251280.55,39619.19,53.62,179866.98,,,,225988.45
Atlanta,Weekly,"2021-07-04 00:00:00",Conventional,1.031624254,750323.68,275807.08,37425.96,96.70,185525.59,,,,251468.34
Atlanta,Weekly,"2021-06-27 00:00:00",Conventional,1.083442252,695711.72,246269.60,38758.34,48.11,161307.19,,,,249328.48
Atlanta,Weekly,"2021-06-20 00:00:00",Conventional,1.080630200,751896.47,251884.80,40654.27,72.45,176104.36,,,,283180.59
Baltimore/Washington,Weekly,"2021-07-11 00:00:00",Conventional,1.361167944,900613.67,206466.20,239438.16,2291.12,355477.36,,,,96940.83
Baltimore/Washington,Weekly,"2021-07-04 00:00:00",Conventional,1.422606133,884073.51,193798.26,238356.04,2013.79,375930.97,,,,73974.45
Baltimore/Washington,Weekly,"2021-06-27 00:00:00",Conventional,1.408435543,864195.00,211246.21,238809.99,1874.54,326782.36,,,,85481.91
Baltimore/Washington,Weekly,"2021-06-20 00:00:00",Conventional,1.378887449,898655.96,195868.82,239493.76,1934.04,380469.59,,,,80889.74
Birmingham/Montgomery,Weekly,"2021-07-11 00:00:00",Conventional,0.970134785,319231.19,141077.11,12986.88,6.16,93894.93,,,,71266.10
Birmingham/Montgomery,Weekly,"2021-07-04 00:00:00",Conventional,0.994152631,344781.43,156717.48,13101.29,9.49,101578.01,,,,73375.15
Birmingham/Montgomery,Weekly,"2021-06-27 00:00:00",Conventional,1.047159054,321312.58,141810.40,10772.68,33.75,95506.58,,,,73189.17
Birmingham/Montgomery,Weekly,"2021-06-20 00:00:00",Conventional,1.068278357,323774.81,140351.41,10313.92,5.70,96270.96,,,,76832.82
Boise,Weekly,"2021-07-11 00:00:00",Conventional,1.101882022,131403.51,32261.53,6756.21,871.10,27350.60,,,,64164.07
Boise,Weekly,"2021-07-04 00:00:00",Conventional,1.286087440,132068.69,26806.25,9908.45,1165.83,34691.95,,,,59496.21
Boise,Weekly,"2021-06-27 00:00:00",Conventional,1.215572560,129041.45,24954.27,9205.43,955.86,33803.15,,,,60122.74
Boise,Weekly,"2021-06-20 00:00:00",Conventional,1.354998587,118662.60,24128.21,8776.09,1003.06,31549.35,,,,53205.89
Boston,Weekly,"2021-07-11 00:00:00",Conventional,1.477141976,628628.29,33455.73,345279.23,72.92,168189.80,,,,81630.62
Boston,Weekly,"2021-07-04 00:00:00",Conventional,1.499120918,635214.13,32445.50,352357.76,41.97,155438.21,,,,94930.70
Boston,Weekly,"2021-06-27 00:00:00",Conventional,1.471003671,633850.11,38141.66,368055.12,76.59,141909.48,,,,85667.26
Boston,Weekly,"2021-06-20 00:00:00",Conventional,1.533653235,622026.42,30906.69,363144.57,151.02,142633.02,,,,85191.12
Buffalo/Rochester,Weekly,"2021-07-11 00:00:00",Conventional,1.197068784,171535.10,19763.00,51850.62,2992.44,92440.68,,,,4488.36
Buffalo/Rochester,Weekly,"2021-07-04 00:00:00",Conventional,1.203796347,191305.13,27689.70,50265.76,2899.69,106557.24,,,,3892.74
Buffalo/Rochester,Weekly,"2021-06-27 00:00:00",Conventional,1.249091922,164638.78,20805.24,50626.73,2702.54,89901.31,,,,602.96
Buffalo/Rochester,Weekly,"2021-06-20 00:00:00",Conventional,1.203805864,196317.84,26143.86,54053.53,3273.14,110260.76,,,,2586.54
Charlotte,Weekly,"2021-07-11 00:00:00",Conventional,1.260504392,316142.14,127680.17,54695.85,2424.97,109877.52,,,,21463.61
Charlotte,Weekly,"2021-07-04 00:00:00",Conventional,1.334046162,302913.91,118281.49,56411.13,2415.65,109218.39,,,,16587.26
Charlotte,Weekly,"2021-06-27 00:00:00",Conventional,1.388481104,288952.99,115612.14,55000.26,2460.94,98887.23,,,,16992.41
Charlotte,Weekly,"2021-06-20 00:00:00",Conventional,1.374134647,295522.25,109183.38,56475.58,2525.34,104044.12,,,,23293.83
Chicago,Weekly,"2021-07-11 00:00:00",Conventional,1.365790245,779915.97,106823.39,114207.35,28455.93,201855.43,,,,328573.87
Chicago,Weekly,"2021-07-04 00:00:00",Conventional,1.356252082,888989.07,96802.90,144372.69,33926.62,196703.12,,,,417183.74
Chicago,Weekly,"2021-06-27 00:00:00",Conventional,1.462884632,725586.55,97197.43,102263.96,30944.35,173771.08,,,,321409.74
Chicago,Weekly,"2021-06-20 00:00:00",Conventional,1.135416824,1029611.67,99625.83,171982.16,44019.91,196423.26,,,,517560.51
Cincinnati/Dayton,Weekly,"2021-07-11 00:00:00",Conventional,1.159672155,271411.71,50182.11,42742.24,196.63,49129.11,,,,129161.63
