Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
"Northern New England",Weekly,"2022-07-24 00:00:00",Conventional,1.474352838,444805.57,71982.25,242784.73,40.34,88752.36,,,,41245.89
"Northern New England",Weekly,"2022-07-17 00:00:00",Conventional,1.448765537,430877.97,71263.15,234476.49,45.43,90916.60,,,,34176.30
"New Orleans/Mobile",Weekly,"2022-08-07 00:00:00",Conventional,1.019104530,306981.30,111813.50,6232.16,54.18,139064.80,,,,49816.67
"New Orleans/Mobile",Weekly,"2022-07-31 00:00:00",Conventional,1.134251188,280482.57,100684.60,14127.44,57.64,120618.32,,,,44994.57
"New Orleans/Mobile",Weekly,"2022-07-24 00:00:00",Conventional,1.169765377,283750.01,102077.64,16704.59,208.11,119523.17,,,,45236.51
"New Orleans/Mobile",Weekly,"2022-07-17 00:00:00",Conventional,1.203787817,286655.84,102253.32,16484.92,43.15,124496.56,,,,43377.89
"New York",Weekly,"2022-08-07 00:00:00",Conventional,1.449434844,1496313.96,109662.64,827208.49,990.27,487547.79,,,,70904.76
"New York",Weekly,"2022-07-31 00:00:00",Conventional,1.316448836,1973465.86,146709.83,1258714.18,1286.89,500006.20,,,,66748.76
"New York",Weekly,"2022-07-24 00:00:00",Conventional,1.504304986,1547851.01,112876.27,825129.46,993.82,548364.22,,,,60487.23
"New York",Weekly,"2022-07-17 00:00:00",Conventional,1.269110635,2268129.19,165154.89,1533316.69,2273.35,492224.40,,,,75159.86
Orlando,Weekly,"2022-08-07 00:00:00",Conventional,1.131369502,479618.04,168140.70,14069.63,14.32,217347.96,,,,80045.44
Orlando,Weekly,"2022-07-31 00:00:00",Conventional,1.278883199,408425.80,157295.27,19544.42,22.97,157583.65,,,,73979.49
Orlando,Weekly,"2022-07-24 00:00:00",Conventional,1.292505819,422830.40,159588.67,22891.98,16.06,163970.69,,,,76362.99
Orlando,Weekly,"2022-07-17 00:00:00",Conventional,1.302055422,457989.51,173297.98,23065.83,37.10,187109.08,,,,74479.52
Peoria/Springfield,Weekly,"2022-08-07 00:00:00",Conventional,1.158208675,103213.00,28581.51,9194.46,267.94,37591.68,,,,27577.42
Peoria/Springfield,Weekly,"2022-07-31 00:00:00",Conventional,1.262469043,104126.16,28269.63,13482.42,75.36,32803.29,,,,29495.46
Peoria/Springfield,Weekly,"2022-07-24 00:00:00",Conventional,1.361271976,104463.80,30696.66,9381.57,139.32,31388.19,,,,32858.07
Peoria/Springfield,Weekly,"2022-07-17 00:00:00",Conventional,1.372403746,113143.36,32096.35,16517.74,3155.31,26131.74,,,,35242.22
Philadelphia,Weekly,"2022-08-07 00:00:00",Conventional,1.240974121,499767.04,138371.76,156914.87,1462.01,166327.31,,,,36691.09
Philadelphia,Weekly,"2022-07-31 00:00:00",Conventional,1.198705949,558174.18,135317.91,217170.06,1119.70,175161.82,,,,29404.68
Philadelphia,Weekly,"2022-07-24 00:00:00",Conventional,1.333693538,504056.20,137995.77,159434.00,1123.68,175493.16,,,,30009.58
Philadelphia,Weekly,"2022-07-17 00:00:00",Conventional,1.294011106,579260.75,124963.73,245381.56,1949.84,167662.60,,,,39303.02
Phoenix/Tucson,Weekly,"2022-08-07 00:00:00",Conventional,1.123977904,1039982.59,277016.63,72715.40,27716.40,235741.72,,,,426792.44
Phoenix/Tucson,Weekly,"2022-07-31 00:00:00",Conventional,1.177703141,958783.82,264047.54,57807.08,34825.03,178251.74,,,,423852.43
Phoenix/Tucson,Weekly,"2022-07-24 00:00:00",Conventional,1.228523303,1083550.81,287204.30,38788.74,38874.13,172481.37,,,,546202.27
Phoenix/Tucson,Weekly,"2022-07-17 00:00:00",Conventional,1.209646009,928267.25,270164.69,35478.81,37191.96,184378.79,,,,401053.00
Pittsburgh,Weekly,"2022-08-07 00:00:00",Conventional,1.153537311,132758.49,38962.54,9607.84,27.87,54642.70,,,,29517.54
Pittsburgh,Weekly,"2022-07-31 00:00:00",Conventional,1.215764706,127944.39,34665.23,9903.87,34.00,53710.29,,,,29631.00
Pittsburgh,Weekly,"2022-07-24 00:00:00",Conventional,1.312027573,114595.85,37231.53,9230.56,3.77,42621.43,,,,25508.56
Pittsburgh,Weekly,"2022-07-17 00:00:00",Conventional,1.332708101,98543.77,39231.50,10099.54,2.84,38638.05,,,,10571.84
Portland,Weekly,"2022-08-07 00:00:00",Conventional,1.411654382,694704.50,134309.13,82780.56,5795.99,93614.97,,,,378203.85
Portland,Weekly,"2022-07-31 00:00:00",Conventional,1.629651287,548159.52,120643.45,50027.53,5011.58,100888.63,,,,271588.32
Portland,Weekly,"2022-07-24 00:00:00",Conventional,1.427386416,673203.62,171542.40,36035.78,5308.02,89694.09,,,,370623.33
Portland,Weekly,"2022-07-17 00:00:00",Conventional,1.445151331,604955.18,160184.61,33662.99,5852.90,92988.74,,,,312265.93
Providence,Weekly,"2022-08-07 00:00:00",Conventional,1.612790015,77192.59,6303.07,49549.50,6.61,15886.57,,,,5446.83
Providence,Weekly,"2022-07-31 00:00:00",Conventional,1.551190719,77462.37,6453.71,47631.47,49.59,18469.03,,,,4858.56
Providence,Weekly,"2022-07-24 00:00:00",Conventional,1.628570035,78989.88,6664.90,47845.63,42.53,14804.02,,,,9632.81
Providence,Weekly,"2022-07-17 00:00:00",Conventional,1.615252140,77338.59,6591.43,46798.05,58.53,15982.07,,,,7908.51
Raleigh/Greensboro,Weekly,"2022-08-07 00:00:00",Conventional,1.286005223,386827.73,130895.71,79824.34,1427.86,148345.71,,,,26334.12
Raleigh/Greensboro,Weekly,"2022-07-31 00:00:00",Conventional,1.442145075,361605.29,107559.17,77367.97,1705.34,145441.07,,,,29531.73
Raleigh/Greensboro,Weekly,"2022-07-24 00:00:00",Conventional,1.515116280,352461.43,113973.13,77054.51,1340.14,133363.52,,,,26730.12
Raleigh/Greensboro,Weekly,"2022-07-17 00:00:00",Conventional,1.449672982,352508.66,117310.92,75837.44,1332.56,132315.62,,,,25712.12
Richmond/Norfolk,Weekly,"2022-08-07 00:00:00",Conventional,1.202050317,291954.47,88135.28,44707.77,8055.48,103189.52,,,,47866.42
Richmond/Norfolk,Weekly,"2022-07-31 00:00:00",Conventional,1.319778454,273838.76,75702.76,42704.81,6446.26,99283.17,,,,49701.76
Richmond/Norfolk,Weekly,"2022-07-24 00:00:00",Conventional,1.403642848,284140.94,86504.31,45575.31,6135.10,84765.87,,,,61160.35
Richmond/Norfolk,Weekly,"2022-07-17 00:00:00",Conventional,1.451305116,268589.62,75501.42,41005.46,6322.32,79422.67,,,,66337.76
Roanoke,Weekly,"2022-08-07 00:00:00",Conventional,0.994191554,173956.94,53783.46,16390.36,5239.65,62963.15,,,,35580.32
Roanoke,Weekly,"2022-07-31 00:00:00",Conventional,1.229038870,151838.60,47423.61,15800.83,4033.89,42510.62,,,,42069.65
Roanoke,Weekly,"2022-07-24 00:00:00",Conventional,1.289223414,158802.48,43049.34,17508.25,4299.94,42237.70,,,,51707.24
Roanoke,Weekly,"2022-07-17 00:00:00",Conventional,1.309301461,166912.18,42423.64,17300.62,4961.86,47772.80,,,,54453.27
Sacramento,Weekly,"2022-08-07 00:00:00",Conventional,1.716505745,480123.17,119298.27,138936.27,1003.96,100285.51,,,,120599.16
Sacramento,Weekly,"2022-07-31 00:00:00",Conventional,1.685062836,420586.41,121779.65,114235.85,1013.15,104351.80,,,,79205.96
Sacramento,Weekly,"2022-07-24 00:00:00",Conventional,1.628911888,437382.02,138226.36,118751.07,1286.97,102198.67,,,,76918.95
Sacramento,Weekly,"2022-07-17 00:00:00",Conventional,1.724255814,465159.96,128125.76,128251.87,1029.58,91307.33,,,,116445.43
"San Diego",Weekly,"2022-08-07 00:00:00",Conventional,1.474973636,507593.84,112989.48,6549.87,12168.28,139308.37,,,,236577.84
"San Diego",Weekly,"2022-07-31 00:00:00",Conventional,1.439718332,553895.93,126484.08,11863.86,10134.65,132882.29,,,,272531.05
"San Diego",Weekly,"2022-07-24 00:00:00",Conventional,1.515899520,491685.05,111370.45,7176.26,10570.04,135909.60,,,,226658.71
"San Diego",Weekly,"2022-07-17 00:00:00",Conventional,1.528076381,542315.71,117352.11,8422.61,11338.39,144097.81,,,,261104.79
"San Francisco",Weekly,"2022-08-07 00:00:00",Conventional,1.756748164,990938.63,265431.27,142488.28,1790.57,137813.77,,,,443414.74
"San Francisco",Weekly,"2022-07-31 00:00:00",Conventional,1.634085559,708524.00,245327.65,77186.26,1992.56,140962.85,,,,243054.68
"San Francisco",Weekly,"2022-07-24 00:00:00",Conventional,1.557232924,710689.49,266315.74,84846.02,1780.55,145289.48,,,,212457.69
"San Francisco",Weekly,"2022-07-17 00:00:00",Conventional,1.741218112,853369.32,216308.15,102796.32,2028.62,131827.62,,,,400408.61
Seattle,Weekly,"2022-08-07 00:00:00",Conventional,1.802044192,482321.20,86324.42,67440.21,4132.75,82622.70,,,,241801.11
Seattle,Weekly,"2022-07-31 00:00:00",Conventional,1.889963589,470223.99,96620.87,42866.57,3105.80,85360.17,,,,242270.59
Seattle,Weekly,"2022-07-24 00:00:00",Conventional,1.728127302,517106.35,122403.01,35609.87,2409.41,84567.31,,,,272116.75
Seattle,Weekly,"2022-07-17 00:00:00",Conventional,1.688664384,527183.09,125401.66,38292.10,2361.90,85416.04,,,,275711.39
"South Carolina",Weekly,"2022-08-07 00:00:00",Conventional,1.216936669,484466.27,163634.84,60319.17,3981.17,194402.34,,,,62128.75
"South Carolina",Weekly,"2022-07-31 00:00:00",Conventional,1.453638282,409620.34,153454.72,62671.93,4062.11,123494.23,,,,65937.34
"South Carolina",Weekly,"2022-07-24 00:00:00",Conventional,1.524122221,411825.38,161528.79,65224.83,3548.40,113940.62,,,,67582.74
"South Carolina",Weekly,"2022-07-17 00:00:00",Conventional,1.455492365,427789.05,162067.19,63030.47,2888.94,137704.48,,,,62097.97
Spokane,Weekly,"2022-08-07 00:00:00",Conventional,1.550836199,78468.29,17495.37,11203.60,24.19,13831.97,,,,35913.16
Spokane,Weekly,"2022-07-31 00:00:00",Conventional,1.714482891,70011.07,17765.69,6941.96,0.00,12064.97,,,,33238.46
Spokane,Weekly,"2022-07-24 00:00:00",Conventional,1.571443898,79427.21,23675.53,5777.58,0.00,11201.43,,,,38772.67
Spokane,Weekly,"2022-07-17 00:00:00",Conventional,1.520446315,77410.54,23803.71,5006.96,0.00,11630.78,,,,36969.10
"St. Louis",Weekly,"2022-08-07 00:00:00",Conventional,1.221674556,207241.56,76203.51,8356.55,0.94,66559.71,,,,56120.85
"St. Louis",Weekly,"2022-07-31 00:00:00",Conventional,1.297089365,198896.66,65782.59,6801.82,3.78,70984.86,,,,55323.61
"St. Louis",Weekly,"2022-07-24 00:00:00",Conventional,1.220273282,214080.47,83564.67,6709.86,0.94,74941.70,,,,48863.30
"St. Louis",Weekly,"2022-07-17 00:00:00",Conventional,1.263934147,193830.95,72810.07,6960.80,0.00,66552.72,,,,47507.36
Syracuse,Weekly,"2022-08-07 00:00:00",Conventional,1.289876687,78273.65,9795.98,30176.35,256.18,33449.43,,,,4595.72
Syracuse,Weekly,"2022-07-31 00:00:00",Conventional,1.363689510,75319.17,10342.84,33112.06,267.79,27263.00,,,,4333.48
Syracuse,Weekly,"2022-07-24 00:00:00",Conventional,1.411307502,75957.91,10574.53,30006.00,339.01,31570.34,,,,3468.02
Syracuse,Weekly,"2022-07-17 00:00:00",Conventional,1.472571196,73904.28,10489.21,29536.36,206.21,28837.65,,,,4834.86
Tampa,Weekly,"2022-08-07 00:00:00",Conventional,1.214612051,466752.18,181768.51,9801.44,31.35,167407.91,,,,107742.97
Tampa,Weekly,"2022-07-31 00:00:00",Conventional,1.296447265,425684.60,162118.13,23805.48,20.17,143885.02,,,,95855.81
Tampa,Weekly,"2022-07-24 00:00:00",Conventional,1.330150226,423667.00,169733.82,26328.87,36.68,137783.22,,,,89784.41
Tampa,Weekly,"2022-07-17 00:00:00",Conventional,1.313965303,465924.27,179019.32,26901.22,17.97,159960.37,,,,100025.39
Toledo,Weekly,"2022-08-07 00:00:00",Conventional,1.268927321,110471.23,22638.07,13186.49,8202.97,32616.44,,,,33827.26
Toledo,Weekly,"2022-07-31 00:00:00",Conventional,1.261679258,113841.13,20913.34,16024.49,5511.79,32680.03,,,,38711.48
Toledo,Weekly,"2022-07-24 00:00:00",Conventional,1.340445824,113609.68,27678.82,8195.48,5710.96,20987.32,,,,51037.11
Toledo,Weekly,"2022-07-17 00:00:00",Conventional,1.335562818,136546.58,29659.75,20011.89,6459.32,22080.61,,,,58335.00
"West Tex/New Mexico",Weekly,"2022-08-07 00:00:00",Conventional,1.015876740,875418.88,255593.10,40126.61,20335.68,368954.87,,,,190408.63
"West Tex/New Mexico",Weekly,"2022-07-31 00:00:00",Conventional,1.101563834,791061.10,242942.78,33661.17,16954.63,311434.78,,,,186067.74
"West Tex/New Mexico",Weekly,"2022-07-24 00:00:00",Conventional,1.016689624,925220.29,270347.05,67191.37,43262.45,291893.08,,,,252526.33
"West Tex/New Mexico",Weekly,"2022-07-17 00:00:00",Conventional,1.139012830,857383.28,269414.71,39539.30,17156.55,315721.48,,,,215551.24
Wichita,Weekly,"2022-08-07 00:00:00",Conventional,1.066413217,95207.88,26153.89,3310.15,18.79,25700.75,,,,40024.31
Wichita,Weekly,"2022-07-31 00:00:00",Conventional,1.131142110,89193.82,22808.22,1987.53,5.34,24530.28,,,,39862.45
Wichita,Weekly,"2022-07-24 00:00:00",Conventional,1.160630236,97221.93,24801.96,1744.44,0.00,23163.83,,,,47511.70
Wichita,Weekly,"2022-07-17 00:00:00",Conventional,1.254982686,97274.14,25367.71,1613.14,0.00,21904.89,,,,48388.41
California,Weekly,"2022-08-07 00:00:00",Conventional,1.538230493,6102296.73,1618340.30,521766.30,110908.40,1377374.02,,,,2473907.70
California,Weekly,"2022-07-31 00:00:00",Conventional,1.485761717,5842115.17,1670611.53,361958.81,98847.66,1355723.71,,,,2354973.46
California,Weekly,"2022-07-24 00:00:00",Conventional,1.508051806,5564429.40,1563026.01,379147.56,117175.92,1363765.40,,,,2141314.50
California,Weekly,"2022-07-17 00:00:00",Conventional,1.595738877,6033266.56,1471924.80,431367.79,133632.81,1344296.42,,,,2652044.74
"Great Lakes",Weekly,"2022-08-07 00:00:00",Conventional,1.309350766,3534956.14,673510.61,480560.50,58957.48,1130031.76,,,,1191895.78
"Great Lakes",Weekly,"2022-07-31 00:00:00",Conventional,1.348056246,3626663.78,679072.93,608468.80,56234.18,987469.54,,,,1295418.33
"Great Lakes",Weekly,"2022-07-24 00:00:00",Conventional,1.442807351,3928617.38,834426.41,549630.86,52073.09,867282.53,,,,1625204.49
"Great Lakes",Weekly,"2022-07-17 00:00:00",Conventional,1.421728036,4056550.04,781893.16,798335.68,96335.58,829125.46,,,,1550860.16
Midsouth,Weekly,"2022-08-07 00:00:00",Conventional,1.204169312,3684242.53,1171122.61,602418.19,52198.23,1335588.12,,,,522915.37
Midsouth,Weekly,"2022-07-31 00:00:00",Conventional,1.366549238,3378037.25,1014276.36,576554.98,52231.57,1219854.41,,,,515119.93
Midsouth,Weekly,"2022-07-24 00:00:00",Conventional,1.441602021,3384562.03,1004480.26,569960.18,55439.52,1141525.54,,,,613156.53
Midsouth,Weekly,"2022-07-17 00:00:00",Conventional,1.384863383,3517790.68,1076150.67,592266.90,54268.66,1136810.34,,,,658294.11
Northeast,Weekly,"2022-08-07 00:00:00",Conventional,1.393539921,4560265.52,647675.54,2218595.30,5389.72,1415001.42,,,,273603.54
Northeast,Weekly,"2022-07-31 00:00:00",Conventional,1.293220923,5402589.62,723261.66,2996021.86,4908.31,1426806.42,,,,251591.37
Northeast,Weekly,"2022-07-24 00:00:00",Conventional,1.457533602,4609948.10,679556.09,2180798.09,5501.19,1450567.97,,,,293524.77
Northeast,Weekly,"2022-07-17 00:00:00",Conventional,1.353445238,5467241.34,697500.60,3120052.04,7019.74,1353013.71,,,,289655.26
Plains,Weekly,"2022-08-07 00:00:00",Conventional,1.253974105,1845190.93,624232.31,296579.10,1658.19,574087.96,,,,348633.37
Plains,Weekly,"2022-07-31 00:00:00",Conventional,1.325234418,1782783.21,568518.35,308887.28,1015.26,559058.43,,,,345303.89
Plains,Weekly,"2022-07-24 00:00:00",Conventional,1.353378643,1887015.98,615099.43,368172.33,1471.66,572063.44,,,,330209.12
Plains,Weekly,"2022-07-17 00:00:00",Conventional,1.493613137,1694514.76,585158.98,237834.06,2113.60,529848.12,,,,339559.99
"South Central",Weekly,"2022-08-07 00:00:00",Conventional,1.072023026,4757692.87,1761326.28,315553.43,121244.66,1594751.21,,,,964817.30
"South Central",Weekly,"2022-07-31 00:00:00",Conventional,1.166099746,4493749.07,1643585.37,316304.70,101364.32,1475460.98,,,,957033.70
"South Central",Weekly,"2022-07-24 00:00:00",Conventional,1.148830529,4809550.04,1895815.51,314164.45,152240.50,1412336.25,,,,1034993.32
"South Central",Weekly,"2022-07-17 00:00:00",Conventional,1.200797993,4736325.13,1916613.69,270031.74,75612.82,1381022.48,,,,1093044.41
Southeast,Weekly,"2022-08-07 00:00:00",Conventional,1.209368258,4408215.60,1813099.73,216133.52,27879.60,1445812.58,,,,905290.18
Southeast,Weekly,"2022-07-31 00:00:00",Conventional,1.329260037,3954790.62,1668514.71,293865.24,29550.64,1141510.78,,,,821349.25
Southeast,Weekly,"2022-07-24 00:00:00",Conventional,1.366890824,3934037.13,1713747.81,321032.31,28611.26,1057064.95,,,,813580.79
Southeast,Weekly,"2022-07-17 00:00:00",Conventional,1.326794026,4289271.64,1863923.94,294848.72,25124.30,1287576.82,,,,817797.86
West,Weekly,"2022-08-07 00:00:00",Conventional,1.295067422,6351259.03,1394439.16,562541.00,81748.13,1566610.85,,,,2745919.90
West,Weekly,"2022-07-31 00:00:00",Conventional,1.371985072,5949282.98,1347838.92,398053.30,87010.41,1434490.09,,,,2681890.26
West,Weekly,"2022-07-24 00:00:00",Conventional,1.318088892,6571810.34,1573210.99,343684.39,102253.98,1380791.46,,,,3171869.53
West,Weekly,"2022-07-17 00:00:00",Conventional,1.346641753,6346471.57,1554176.81,325098.84,102063.08,1395019.41,,,,2970113.44
"Total U.S.",Weekly,"2022-08-07 00:00:00",Conventional,1.298861874,35244119.36,9703746.54,5214147.35,459984.42,10439257.92,,,,9426983.14
"Total U.S.",Weekly,"2022-07-31 00:00:00",Conventional,1.341677496,34430011.69,9315679.82,5860114.97,431162.35,9600374.35,,,,9222680.20
"Total U.S.",Weekly,"2022-07-24 00:00:00",Conventional,1.377253008,34689970.39,9879362.50,5026590.18,514767.12,9245397.55,,,,10023853.05
"Total U.S.",Weekly,"2022-07-17 00:00:00",Conventional,1.386824501,36141431.72,9947342.63,6069835.76,496170.60,9256712.76,,,,10371369.97
Albany,Weekly,"2022-08-07 00:00:00",Organic,2.035477312,3431.49,54.67,465.29,0.00,2710.18,,,,201.35
Albany,Weekly,"2022-07-31 00:00:00",Organic,2.128810273,3076.46,42.38,365.01,0.00,2507.19,,,,161.88
Albany,Weekly,"2022-07-24 00:00:00",Organic,2.114524883,3502.48,44.66,413.08,0.00,2738.12,,,,306.63
Albany,Weekly,"2022-07-17 00:00:00",Organic,2.064574092,3318.91,68.00,461.79,0.00,2607.84,,,,181.28
Atlanta,Weekly,"2022-08-07 00:00:00",Organic,1.967427308,24483.37,113.30,2277.19,2.29,8229.57,,,,13861.02
Atlanta,Weekly,"2022-07-31 00:00:00",Organic,1.973006544,24475.38,64.05,2078.21,0.00,7908.41,,,,14424.72
Atlanta,Weekly,"2022-07-24 00:00:00",Organic,1.960759832,23786.24,53.76,2242.36,0.00,9016.01,,,,12474.10
Atlanta,Weekly,"2022-07-17 00:00:00",Organic,1.921899125,25949.50,79.93,2550.85,0.00,7669.34,,,,15649.38
Baltimore/Washington,Weekly,"2022-08-07 00:00:00",Organic,2.010570725,42992.76,567.61,3017.72,4.61,36613.18,,,,2789.65
Baltimore/Washington,Weekly,"2022-07-31 00:00:00",Organic,2.006849463,49536.42,477.66,3571.52,14.98,39779.55,,,,5692.72
Baltimore/Washington,Weekly,"2022-07-24 00:00:00",Organic,2.178845911,51121.43,398.83,3901.78,9.21,39212.64,,,,7598.97
Baltimore/Washington,Weekly,"2022-07-17 00:00:00",Organic,2.115107082,43261.12,349.97,3140.53,9.22,37131.99,,,,2629.42
Birmingham/Montgomery,Weekly,"2022-08-07 00:00:00",Organic,1.786699261,9180.86,39.13,211.50,0.00,7911.37,,,,1018.85
Birmingham/Montgomery,Weekly,"2022-07-31 00:00:00",Organic,1.746138708,10457.58,42.06,154.05,0.00,8933.12,,,,1328.35
Birmingham/Montgomery,Weekly,"2022-07-24 00:00:00",Organic,1.810918125,9466.19,18.39,182.26,0.00,8353.07,,,,912.46
Birmingham/Montgomery,Weekly,"2022-07-17 00:00:00",Organic,1.834725735,9230.52,34.77,187.23,0.00,7863.53,,,,1145.00
Boise,Weekly,"2022-08-07 00:00:00",Organic,2.968811961,4292.05,11.34,518.88,0.00,612.68,,,,3149.15
Boise,Weekly,"2022-07-31 00:00:00",Organic,3.118466672,3812.18,0.00,488.15,0.00,12.60,,,,3311.43
Boise,Weekly,"2022-07-24 00:00:00",Organic,3.216242277,3677.79,0.00,472.22,0.00,0.00,,,,3205.57
Boise,Weekly,"2022-07-17 00:00:00",Organic,3.435532454,3936.08,2.42,440.65,0.00,56.70,,,,3436.31
Boston,Weekly,"2022-08-07 00:00:00",Organic,1.956009125,32873.26,236.51,1307.96,0.00,30547.48,,,,781.31
Boston,Weekly,"2022-07-31 00:00:00",Organic,2.000999403,31539.27,102.14,1477.47,0.00,29411.43,,,,548.23
Boston,Weekly,"2022-07-24 00:00:00",Organic,2.051584769,30515.23,166.55,1496.90,0.00,28239.28,,,,612.49
Boston,Weekly,"2022-07-17 00:00:00",Organic,2.034661186,32276.95,170.57,1538.72,3.10,29985.83,,,,578.73
Buffalo/Rochester,Weekly,"2022-08-07 00:00:00",Organic,1.893500651,11602.39,710.86,99.40,0.00,10792.14,,,,0.00
Buffalo/Rochester,Weekly,"2022-07-31 00:00:00",Organic,1.820576956,14533.92,774.58,112.85,0.00,13646.49,,,,0.00
Buffalo/Rochester,Weekly,"2022-07-24 00:00:00",Organic,1.840693869,13163.68,964.68,95.97,0.00,12103.03,,,,0.00
Buffalo/Rochester,Weekly,"2022-07-17 00:00:00",Organic,2.083209230,9106.81,619.19,82.10,0.00,8405.52,,,,0.00
Charlotte,Weekly,"2022-08-07 00:00:00",Organic,1.930022948,17493.49,118.95,2097.42,6.63,14809.78,,,,460.72
Charlotte,Weekly,"2022-07-31 00:00:00",Organic,1.868051176,18315.36,113.90,2093.88,23.17,15455.66,,,,628.76
Charlotte,Weekly,"2022-07-24 00:00:00",Organic,1.898840097,19190.64,82.07,2062.07,21.22,16460.99,,,,564.29
Charlotte,Weekly,"2022-07-17 00:00:00",Organic,2.008650632,16517.42,77.59,2324.61,13.51,13354.79,,,,746.92
Chicago,Weekly,"2022-08-07 00:00:00",Organic,1.865820701,33510.19,379.20,2792.58,0.00,13938.30,,,,16400.11
Chicago,Weekly,"2022-07-31 00:00:00",Organic,2.104310197,18594.48,288.22,1800.28,0.00,9893.39,,,,6612.59
Chicago,Weekly,"2022-07-24 00:00:00",Organic,2.044572805,21000.69,293.94,1913.16,0.00,11421.75,,,,7371.85
Chicago,Weekly,"2022-07-17 00:00:00",Organic,2.121345802,21739.29,365.87,2099.86,0.00,12001.26,,,,7272.31
Cincinnati/Dayton,Weekly,"2022-08-07 00:00:00",Organic,1.820886101,12926.97,57.70,1796.99,0.00,2705.80,,,,8366.48
Cincinnati/Dayton,Weekly,"2022-07-31 00:00:00",Organic,1.880950331,13419.77,30.43,1794.81,0.00,2502.32,,,,9092.22
Cincinnati/Dayton,Weekly,"2022-07-24 00:00:00",Organic,2.090379108,13760.83,27.13,1725.12,0.00,3050.12,,,,8958.46
Cincinnati/Dayton,Weekly,"2022-07-17 00:00:00",Organic,2.530151875,10937.71,27.20,1620.99,0.00,1879.25,,,,7410.27
Columbus,Weekly,"2022-08-07 00:00:00",Organic,1.786048994,10490.67,382.01,1127.29,0.00,3249.80,,,,5731.58
Columbus,Weekly,"2022-07-31 00:00:00",Organic,1.866452255,10677.92,339.90,1228.59,0.00,2818.63,,,,6290.80
Columbus,Weekly,"2022-07-24 00:00:00",Organic,1.979939023,8132.98,274.08,856.72,0.00,3007.73,,,,3994.44
Columbus,Weekly,"2022-07-17 00:00:00",Organic,2.365121645,8252.85,376.03,1012.26,0.00,2444.87,,,,4419.69
"Dallas/Ft. Worth",Weekly,"2022-08-07 00:00:00",Organic,1.717313030,32239.06,5550.00,240.91,0.00,18637.16,,,,7810.98
"Dallas/Ft. Worth",Weekly,"2022-07-31 00:00:00",Organic,1.874260330,28326.48,4982.21,262.59,0.00,13149.44,,,,9932.24
"Dallas/Ft. Worth",Weekly,"2022-07-24 00:00:00",Organic,1.889254478,31488.94,4451.96,350.72,0.00,16803.83,,,,9882.43
"Dallas/Ft. Worth",Weekly,"2022-07-17 00:00:00",Organic,1.892681766,33471.82,5072.40,269.28,0.00,17449.86,,,,10680.27
Denver,Weekly,"2022-08-07 00:00:00",Organic,1.980253987,36156.93,5898.05,440.23,0.00,6272.04,,,,23546.60
Denver,Weekly,"2022-07-31 00:00:00",Organic,2.089617617,28527.18,3462.34,307.47,0.00,4817.40,,,,19939.98
Denver,Weekly,"2022-07-24 00:00:00",Organic,2.288613928,28691.24,3171.79,367.65,0.00,4697.18,,,,20454.62
Denver,Weekly,"2022-07-17 00:00:00",Organic,2.317628409,28591.46,3192.04,325.84,0.00,4872.13,,,,20201.45
Detroit,Weekly,"2022-08-07 00:00:00",Organic,1.576112561,14656.54,229.78,1323.00,0.00,7972.64,,,,5131.12
Detroit,Weekly,"2022-07-31 00:00:00",Organic,1.887181122,12176.60,254.86,1247.02,0.00,5565.84,,,,5108.89
Detroit,Weekly,"2022-07-24 00:00:00",Organic,1.721440785,15629.61,307.17,1258.23,0.00,8605.45,,,,5458.75
Detroit,Weekly,"2022-07-17 00:00:00",Organic,2.351875939,11246.95,171.93,1337.49,0.00,4593.56,,,,5143.97
"Grand Rapids",Weekly,"2022-08-07 00:00:00",Organic,1.421450508,7186.21,103.89,647.21,0.00,6435.12,,,,0.00
"Grand Rapids",Weekly,"2022-07-31 00:00:00",Organic,1.904637021,4921.66,149.93,612.65,0.00,4159.09,,,,0.00
"Grand Rapids",Weekly,"2022-07-24 00:00:00",Organic,1.447012366,7306.10,125.53,723.31,0.00,6457.27,,,,0.00
"Grand Rapids",Weekly,"2022-07-17 00:00:00",Organic,2.001559972,4221.36,25.08,788.13,0.00,3408.15,,,,0.00
Harrisburg/Scranton,Weekly,"2022-08-07 00:00:00",Organic,1.679062939,10989.56,262.95,839.63,0.00,9886.99,,,,0.00
Harrisburg/Scranton,Weekly,"2022-07-31 00:00:00",Organic,1.716282727,10989.53,212.52,768.32,0.00,10008.68,,,,0.00
Harrisburg/Scranton,Weekly,"2022-07-24 00:00:00",Organic,1.764521608,10724.64,208.29,550.43,0.00,9962.96,,,,2.97
Harrisburg/Scranton,Weekly,"2022-07-17 00:00:00",Organic,1.872084401,9523.97,103.39,531.75,0.00,8888.83,,,,0.00
Hartford/Springfield,Weekly,"2022-08-07 00:00:00",Organic,2.058531779,16727.21,276.77,4064.84,0.00,12385.60,,,,0.00
Hartford/Springfield,Weekly,"2022-07-31 00:00:00",Organic,2.094870460,16743.08,306.04,4247.90,2.23,12186.91,,,,0.00
Hartford/Springfield,Weekly,"2022-07-24 00:00:00",Organic,2.178344039,16989.67,384.84,4921.57,0.00,11683.26,,,,0.00
