Week Ending,Geography,Type,ASP,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,Bulk GTIN
4/18/2021,Great Lakes,Conventional,1.262672212,3823999.24,793472.18,616017.01,155523.94,1036211.32,1222774.8
4/18/2021,Midsouth,Conventional,1.165997238,4249880.56,1444452.8,701343.35,10531.66,1401609.46,691943.29
4/18/2021,Northeast,Conventional,1.262092626,6006487.18,603488.59,3191016.42,7528.89,1821282.77,383170.51
4/18/2021,Plains,Conventional,1.172588182,2056873.61,625400.93,409920.47,1415.13,642390.38,377746.7
4/18/2021,South Central,Conventional,0.916829204,5934476.45,2539559.46,584067.29,76112.84,1664418.85,1070318.01
4/18/2021,Southeast,Conventional,1.137559931,5672978.63,2359546.56,211683.53,1664.08,1739499.5,1360584.96
4/18/2021,West,Conventional,1.170043839,6971558.93,1801466.04,670434.91,24206.34,1593071,2882380.65
4/18/2021,California,Organic,1.79196907,366838.65,16368.63,18362.13,19.98,204886.19,127201.71
4/18/2021,Great Lakes,Organic,1.618417207,199766.01,5760.53,15552.37,0,115639.66,62813.45
4/18/2021,Midsouth,Organic,1.422192818,324390.72,2460.43,23003.92,187.39,267944.57,30794.41
4/18/2021,Northeast,Organic,1.736095129,327111.4,17522.03,22967.21,816.88,270206.12,15599.16
4/18/2021,Plains,Organic,1.594385445,51255.8,10201.91,1787.5,25.24,34491.99,4749.16
4/18/2021,South Central,Organic,1.435714153,157228.66,20314.28,2612.43,187.7,114113.79,20000.46
4/18/2021,Southeast,Organic,1.417312134,250209.45,1730.53,7489.37,137.07,213366.19,27486.28
4/18/2021,West,Organic,1.899957909,318683.86,20608.49,20829.85,153.27,126607.69,150484.56
4/25/2021,California,Conventional,1.420226307,5670058.34,1322518.6,576137.6,102297.82,1312582.6,2356521.72
4/25/2021,Great Lakes,Conventional,1.128825004,4256479.3,820800.18,677558.21,142561.56,1079293.99,1536265.36
4/25/2021,Midsouth,Conventional,1.218851518,4101316.94,1300250.84,658754.6,9897.77,1417154.03,715259.69
4/25/2021,Northeast,Conventional,1.273465652,5880251.59,573813.26,3039207.6,7877.52,1888171.09,371182.11
4/25/2021,Plains,Conventional,1.205224159,1961028.27,571329.21,420075.4,1550.94,634937.06,333135.66
4/25/2021,South Central,Conventional,0.877688839,6055123.34,2806011.43,536603.63,87571.22,1574623.96,1050313.11
4/25/2021,Southeast,Conventional,1.152153406,5625542.88,2371019.98,206809.7,1484.29,1741135.34,1305093.58
4/25/2021,West,Conventional,1.162193523,6865143.71,1738974.41,661359.68,23593.6,1577274.57,2863941.45
4/25/2021,California,Organic,1.822630446,373711.83,23071.31,17262.71,27.1,199896.53,133454.17
4/25/2021,Great Lakes,Organic,1.643699852,196049.7,5004.96,15713.54,0,112232.19,63099.01
4/25/2021,Midsouth,Organic,1.461124042,302518.87,2395.05,22458.13,150.3,246754.95,30760.44
4/25/2021,Northeast,Organic,1.76934492,313351.54,15010.38,23544.3,431.58,258300.3,16064.98
4/25/2021,Plains,Organic,1.680399836,53670.1,9778.84,2455.34,33.67,36041.64,5360.62
4/25/2021,South Central,Organic,1.560551885,179123.8,48745.97,2906,32.25,110036.14,17403.45
4/25/2021,Southeast,Organic,1.409360225,277889.06,1445.34,7796.2,95.97,222749.27,45802.29
4/25/2021,West,Organic,1.957855469,314406.35,21164.32,24985.86,8.38,108735.78,159512
5/2/2021,California,Conventional,1.150522457,6980342.7,1536391.62,811899.87,76416.46,1684111.4,2871523.35
5/2/2021,Great Lakes,Conventional,1.060005807,4856414.1,916197.05,826902.88,287903.58,925478.59,1899932
5/2/2021,Midsouth,Conventional,1.039808916,4738524.78,1680630.68,836738.04,20266.89,1322130.26,878758.92
5/2/2021,Northeast,Conventional,1.229401458,6339120.89,629010.05,3442035.36,7934.18,1863615.17,396526.13
5/2/2021,Plains,Conventional,1.115925702,2254852.39,695697.46,528356.72,1500.15,641187.35,388110.71
5/2/2021,South Central,Conventional,0.90834936,6055182.55,2723816.71,578386.93,98306.24,1617494.57,1037178.1
5/2/2021,Southeast,Conventional,1.066594798,6516332.69,3012408.5,251312.52,2971.8,1632215.6,1617424.26
5/2/2021,West,Conventional,1.071448238,7532566.67,1635949.13,826125.28,25147.12,1462744.93,3582600.21
5/2/2021,California,Organic,1.779789015,350868.26,21144.73,17724.79,19.86,181512.8,130466.08
5/2/2021,Great Lakes,Organic,1.582630213,200875.67,6904.8,16706.37,2.39,98081.65,79180.46
5/2/2021,Midsouth,Organic,1.387149765,312093.74,1935.28,20872.41,86.85,253603.82,35595.39
5/2/2021,Northeast,Organic,1.762967833,318372.42,15825.5,21407.73,139.31,265882.13,15117.76
5/2/2021,Plains,Organic,1.690768122,50765.18,9063.33,2302.17,37.56,33511.56,5850.55
5/2/2021,South Central,Organic,1.569655603,174551.2,33252.8,4311.33,0,111076.76,25910.31
5/2/2021,Southeast,Organic,1.356047861,280319.1,998.94,8017.11,27.57,208301.73,62973.73
5/2/2021,West,Organic,1.533403344,599309.59,43943.73,33994.29,7.51,115388.04,405976.03
5/9/2021,California,Conventional,1.315807039,6184369.12,1501684.69,801654.68,122622.23,1329473.42,2428934.11
5/9/2021,Great Lakes,Conventional,1.078343324,4504114.73,1148253.68,614827.87,164444.55,953686.92,1622901.71
5/9/2021,Midsouth,Conventional,1.113133152,4434382.31,1477149.16,736031.18,12256.8,1350423.67,858521.5
5/9/2021,Northeast,Conventional,1.196951955,6651274.26,754063.76,3556817.48,8733.21,1766981.68,564678.14
5/9/2021,Plains,Conventional,1.081011289,2309211.88,676176.62,565975.76,1649.61,660214.91,405194.98
5/9/2021,South Central,Conventional,0.913748246,6134840.85,2788985.68,583429.02,115669.84,1572898.3,1073858.01
5/9/2021,Southeast,Conventional,1.173278751,5349496.42,2289182.96,203863.56,1961.21,1656106.42,1198382.27
5/9/2021,West,Conventional,1.148320012,7321340.21,1623779.15,896515.83,27472.55,1530604.25,3242968.44
5/9/2021,California,Organic,1.841056236,368474.94,14677.15,21379.57,8.87,189236.39,143172.96
5/9/2021,Great Lakes,Organic,1.554986955,234420.57,5633.79,18839.11,0,107837.6,102110.07
5/9/2021,Midsouth,Organic,1.436676308,294220.06,1918.23,22451.38,72.43,237942.05,31835.97
5/9/2021,Northeast,Organic,1.786850676,306461.24,14324.19,21395.87,228.78,254190.41,16322
5/9/2021,Plains,Organic,1.698571009,47959.95,8032.68,2502.45,68.39,31072.2,6284.23
5/9/2021,South Central,Organic,1.515730447,160190.11,20182.84,2108.77,0,110255.52,27642.98
5/9/2021,Southeast,Organic,1.396800682,267489.26,1309.64,8250.4,28.68,225459.08,32441.45
5/9/2021,West,Organic,1.559112831,547564.74,41662.37,40124.1,5.52,117251.52,348521.23
5/16/2021,California,Conventional,1.320280635,5917100.8,1259172.78,775879.96,97756.19,1190577.27,2593714.59
5/16/2021,Great Lakes,Conventional,1.124557051,4032665.23,789957.25,617216.98,235243.95,895819.09,1494427.96
5/16/2021,Midsouth,Conventional,1.231560504,3911698.09,1276620.6,640062.62,12112.38,1316732.72,666169.77
5/16/2021,Northeast,Conventional,1.25163547,5518699.95,573933.56,2901995.49,8179.48,1662056.66,372534.76
5/16/2021,Plains,Conventional,1.145254434,1929268.9,552290.01,426632.48,1615.56,621779.64,326951.21
5/16/2021,South Central,Conventional,0.899116839,5837563.98,2522040.81,659404.72,103345.96,1606635.75,946136.74
5/16/2021,Southeast,Conventional,1.178267564,5254603.28,2183423.68,206157.62,1984.88,1661560.56,1201476.53
5/16/2021,West,Conventional,1.06352922,7373873.82,1649154.32,836651.17,21547.2,1430333.29,3436187.85
5/16/2021,California,Organic,1.816060571,351133.39,15246.89,19849.09,2.9,191522.54,124511.98
5/16/2021,Great Lakes,Organic,1.531200311,199345.96,4912.57,16097.78,4.66,86889.09,91441.86
5/16/2021,Midsouth,Organic,1.459464839,279607.97,1683.61,21990.22,58.97,227952.44,27922.74
5/16/2021,Northeast,Organic,1.790780587,287308.28,14721.28,25956.71,234.63,229890.21,16505.45
5/16/2021,Plains,Organic,1.830041801,47085.5,6906.93,13897.95,18.62,21140.57,5121.41
5/16/2021,South Central,Organic,1.591581002,156387.94,34009.54,2328.75,1.53,102329.07,17719.05
5/16/2021,Southeast,Organic,1.44127982,246894.43,1076.48,7413.39,21.13,213779.95,24603.48
5/16/2021,West,Organic,1.773028938,340893.19,15777.1,25348.19,2.6,109477.85,190287.44
6/13/2021,California,Conventional,1.327515637,5961933.28,1503432.03,566049.83,99100.51,1331429.1,2461921.81
6/6/2021,California,Conventional,1.273816381,6262807.64,1691260.79,583209.94,89943.3,1221168.75,2677224.87
5/30/2021,California,Conventional,1.388782388,5935418.7,1359644.71,697840.21,78341.71,1300226.6,2499365.46
5/23/2021,California,Conventional,1.275761798,5936707.28,1207090.95,754202.68,81422.38,1223844.49,2670146.79
6/13/2021,Great Lakes,Conventional,1.170113026,4020492.73,643146.88,731555.47,166122.05,1005800.19,1473868.15
6/6/2021,Great Lakes,Conventional,1.132014681,4096487.31,721617.58,687718.34,160396.9,958699.99,1568054.5
5/30/2021,Great Lakes,Conventional,1.245710322,3919605.53,652968.93,746057.11,261379.22,975298.72,1283901.56
5/23/2021,Great Lakes,Conventional,1.082200104,4284126.73,814955.34,636679.46,165413.85,1037460.84,1629617.25
6/13/2021,Midsouth,Conventional,1.161762135,4009614.45,1367459.32,701767.93,12605.03,1234231.78,693550.4
6/6/2021,Midsouth,Conventional,1.223526927,3971786.44,1258124,687096.11,9774.2,1293702.26,723089.87
5/30/2021,Midsouth,Conventional,1.216073535,4112189.68,1325207.68,719390.89,9760.49,1330482.73,727347.9
5/23/2021,Midsouth,Conventional,1.205209136,4093961.43,1319140.92,678132.02,11149.79,1327989.32,757549.39
6/13/2021,Northeast,Conventional,1.276275797,5808503.07,667430.42,2889346.81,8608.46,1841320.12,401797.26
6/6/2021,Northeast,Conventional,1.25996693,5859002,676340.2,2979127.81,6389.75,1819976.02,377168.21
5/30/2021,Northeast,Conventional,1.307990491,5874217.59,648459.43,3007660.09,7807.74,1836176.25,374114.07
5/23/2021,Northeast,Conventional,1.248497081,6131590.88,655463.38,3077974.36,8451.18,1873670.7,516031.26
6/13/2021,Plains,Conventional,1.157876484,2088546.67,617535.61,445627.99,12439.8,643206,369737.26
6/6/2021,Plains,Conventional,1.171497007,2055335.71,596853.93,455115,5792.43,623252.82,374321.53
5/30/2021,Plains,Conventional,1.110484798,2055573.04,601024.52,461874.51,1642.91,633941.9,357089.2
5/23/2021,Plains,Conventional,1.150509251,1989535.62,595000.44,390749.58,2408.66,650075.39,351301.55
6/13/2021,South Central,Conventional,0.833092007,6527756.67,2735389.02,746372.96,96712.19,1919275.5,1030007.01
6/6/2021,South Central,Conventional,0.879095696,6211700.33,2618043.22,804213.91,88423.85,1634699.13,1066320.22
5/30/2021,South Central,Conventional,0.88782807,6239812.43,2698716.28,763430.38,106264.76,1650989.46,1020411.55
5/23/2021,South Central,Conventional,0.877656072,5846648.25,2394358.97,760606.09,93868.37,1570863.75,1026951.06
6/13/2021,Southeast,Conventional,1.140557829,5337635.6,2176072.29,210193.73,2315.96,1691873.36,1257180.26
6/6/2021,Southeast,Conventional,1.122507992,5521898.53,2146947.11,203567.44,1925.09,1875654.22,1293804.67
5/30/2021,Southeast,Conventional,1.152070975,5540687.46,2295867.7,203218.97,1853.97,1708773.96,1330972.86
5/23/2021,Southeast,Conventional,1.14607466,5460546.35,2253557.67,198791.05,2150.01,1710657.34,1295390.28
6/13/2021,West,Conventional,1.11470792,7014751.67,1625314.7,821300.07,23274.77,1466819.05,3078043.09
6/6/2021,West,Conventional,1.144910813,6998166.87,1677677.63,772693.21,26330.76,1434095.46,3087369.8
5/30/2021,West,Conventional,1.176863401,6764468.9,1516343.52,811726.8,25035.52,1499075.33,2912287.74
5/23/2021,West,Conventional,1.107895424,6885560.63,1456418.68,795848.9,25433.59,1467695.82,3140163.64
6/13/2021,California,Organic,1.829291086,353109.13,17682.92,17093.13,20.07,177850.25,140462.77
6/6/2021,California,Organic,1.873293185,337376.96,14609.72,17202.65,15.53,178331.03,127218.02
5/30/2021,California,Organic,1.789221699,345752.08,18370.12,17256.69,6.43,184507.53,125611.31
5/23/2021,California,Organic,1.782421117,350232.25,12801.6,18987.73,11.29,201328.15,117103.48
6/13/2021,Great Lakes,Organic,1.523706508,203526.08,5522.41,17844.48,3.21,97964.91,82191.06
6/6/2021,Great Lakes,Organic,1.721530345,168223.74,5166.55,14562.69,6.82,86446.15,62041.54
5/30/2021,Great Lakes,Organic,1.718458592,167869.14,5125.5,15614.84,2.4,86665.09,60461.31
5/23/2021,Great Lakes,Organic,1.518867184,190547.92,5425.08,15683.95,3.6,99444.42,69990.88
6/13/2021,Midsouth,Organic,1.437064966,316491.44,1943.13,20003.87,49.5,260190.88,34304.06
6/6/2021,Midsouth,Organic,1.424257391,316494.02,1818.23,20809.17,53.43,260959.27,32853.91
5/30/2021,Midsouth,Organic,1.419995773,297147.01,1675.3,21284.53,40.31,241643.49,32503.38
5/23/2021,Midsouth,Organic,1.385730888,304932.31,1490.52,22042.29,55.37,248307.34,33036.78
6/13/2021,Northeast,Organic,1.814500635,289025.11,15158.1,24468.49,146.16,234232.51,15019.84
6/6/2021,Northeast,Organic,1.806163278,291990.2,15796.79,23192.33,110.24,236993.63,15897.21
5/30/2021,Northeast,Organic,1.786865954,300787.9,17003.52,26394.58,156.95,241228.37,16004.48
5/23/2021,Northeast,Organic,1.771853714,306096.01,18551.88,22098.12,130.15,246032.12,19283.74
6/13/2021,Plains,Organic,1.79947884,47770.98,8037.42,2366.21,16.99,32252.14,5098.22
6/6/2021,Plains,Organic,1.81454759,47287.09,7904.23,2296.24,50.51,32690.5,4345.61
5/30/2021,Plains,Organic,1.759227167,48259.31,7899.77,2214.5,21.96,32894.25,5228.83
5/23/2021,Plains,Organic,1.77852481,46804.34,8606.08,4482.67,49.29,27739.26,5927.03
6/13/2021,South Central,Organic,1.555036785,131924.89,9781.55,1717.6,0,95138.16,25287.58
6/6/2021,South Central,Organic,1.522977352,143746.09,9962.8,1589.71,0,106769.34,25424.24
5/30/2021,South Central,Organic,1.526518934,143251.54,10466.32,1980.71,1.58,104904.36,25898.58
5/23/2021,South Central,Organic,1.486100056,151010.96,14040.24,1599.2,0,114707.87,20663.65
6/13/2021,Southeast,Organic,1.426668534,260227.17,2198.42,7507.74,8.33,224376.27,26136.41
6/6/2021,Southeast,Organic,1.416338599,255489.43,1728.2,7242.18,39.08,222162.89,24317.08
5/30/2021,Southeast,Organic,1.396065827,285455.78,1909.02,7809.24,17.67,248284.25,27435.59
5/23/2021,Southeast,Organic,1.284824375,329741.3,1195.42,7920.43,12.32,294341.38,26271.75
6/13/2021,West,Organic,1.943175133,286836.27,11978.69,18067.26,7.05,107666.47,149116.8
6/6/2021,West,Organic,1.940766812,298577.23,10057.25,20664.67,8.84,112040.23,155806.24
5/30/2021,West,Organic,1.908035539,290517.84,11467.12,20050.42,9.94,105386.9,153603.46
5/23/2021,West,Organic,1.793444724,317818.13,12495.56,21831.76,1.15,113878.94,169610.72
7/11/2021,California,Conventional,1.206707033,6363798.46,1467469.88,785120.7,135033.31,1307355.94,2668818.63
7/4/2021,California,Conventional,1.413462477,6194388.22,1579734.3,643978.52,107378.41,1230082.06,2633214.93
6/27/2021,California,Conventional,1.35779328,5805434.37,1570447.84,548685.04,109216.61,1189629.21,2387455.67
6/20/2021,California,Conventional,1.317251452,6509782.09,1575778.36,823099.01,84533.07,1246152.26,2780219.4
7/11/2021,Great Lakes,Conventional,1.132922194,3761638.2,609088.83,706154.04,149431.61,1015500.46,1281463.27
7/4/2021,Great Lakes,Conventional,1.184716906,4176666.73,593940.23,872318.22,258074.72,961714.76,1490618.8
6/27/2021,Great Lakes,Conventional,1.210094146,3657826.35,671154.49,685588.01,162298.65,821664.55,1317120.65
6/20/2021,Great Lakes,Conventional,1.161668511,4393130.99,569637.56,934336.48,301210.35,912809.12,1675137.48
7/11/2021,Midsouth,Conventional,1.174045018,3752812.05,1195119.31,684877.78,9910.42,1246928.61,615975.93
7/4/2021,Midsouth,Conventional,1.221518489,3888103.96,1232514.57,728864.54,9573.53,1295071.82,622079.5
6/27/2021,Midsouth,Conventional,1.224626816,3655374.53,1163904.87,689571.37,9197.1,1115911.93,676789.27
6/20/2021,Midsouth,Conventional,1.202456581,3850283.11,1111832.02,703507.05,9853.01,1271068.95,754022.08
7/11/2021,Northeast,Conventional,1.284525223,5537737.26,703045.94,2824571.15,6916.24,1624514.07,378689.86
7/4/2021,Northeast,Conventional,1.287112565,6012034.46,742518.15,3193865.24,7176.48,1711198.99,357275.59
6/27/2021,Northeast,Conventional,1.289636108,5547303.69,760325.42,2953446,6157.17,1512924.86,314450.24
6/20/2021,Northeast,Conventional,1.300727311,5781677.95,713924.37,3124666.86,7362.82,1638205.51,297518.39
7/11/2021,Plains,Conventional,0.982775183,2252549.63,676068.84,530501.01,1757.45,663546.82,380675.51
7/4/2021,Plains,Conventional,1.049632314,2384515.4,762366.25,524235.53,2087.28,687607.08,408219.26
6/27/2021,Plains,Conventional,1.064643641,2166584.54,724859.07,462660.53,1612.39,603327.55,374125.01
6/20/2021,Plains,Conventional,1.117167722,2102503.9,630895.62,456900.58,2558.17,652996.75,359152.77
7/11/2021,South Central,Conventional,0.80718718,6347765.11,2642282.17,753147.38,157098.85,1753253.92,1041982.78
7/4/2021,South Central,Conventional,0.863582102,6424619.49,2713877.77,728768.59,157728.09,1686013.42,1138231.63
6/27/2021,South Central,Conventional,0.857225199,6235987.64,2757409.49,680729.98,120409.04,1574495.85,1102943.27
6/20/2021,South Central,Conventional,0.907405512,6140038.16,2468954.92,840063.2,101694.71,1663982.57,1065342.75
7/11/2021,Southeast,Conventional,0.995660261,5270366.76,2086618.47,246441.3,1899.28,1683184.98,1252222.73
7/4/2021,Southeast,Conventional,1.01534696,5529040.29,2173923.48,252128.71,2364.34,1765254.24,1335369.54
6/27/2021,Southeast,Conventional,1.120012064,5144378.89,2067964.41,231418.71,2316.63,1599917.43,1242761.71
6/20/2021,Southeast,Conventional,1.155216246,5182760.58,2010856.83,228611.68,1846.49,1665047.04,1276398.54
7/11/2021,West,Conventional,1.011036251,7723734.63,1846792.73,868495.78,33301.42,1518880.93,3456263.77
7/4/2021,West,Conventional,1.059075699,7817551.49,1715873.81,1017225.23,48667.57,1500300.1,3535484.79
6/27/2021,West,Conventional,1.055639824,7476142.75,1612649.14,927074.16,31159.24,1462849.92,3442410.29
6/20/2021,West,Conventional,1.099244584,7328049.8,1705623.69,858236,28138.03,1481756.36,3254295.73
7/11/2021,California,Organic,1.765940155,279193.99,0,0,0,180362.49,98831.51
7/4/2021,California,Organic,1.732662414,317385.99,0,0,0,186801.95,130584.04
6/27/2021,California,Organic,1.845446063,282081.97,0,0,0,164812.88,117269.1
6/20/2021,California,Organic,1.791796439,323531.91,0,0,0,177638.3,145893.6
7/11/2021,Great Lakes,Organic,1.517889316,148463.6,0,0,0,97188.86,51274.74
7/4/2021,Great Lakes,Organic,1.616560214,144713.22,0,0,0,90566.87,54146.36
6/27/2021,Great Lakes,Organic,1.455874554,161639.78,0,0,0,93341.45,68298.33
6/20/2021,Great Lakes,Organic,1.504343085,162528.82,0,0,0,88769.45,73759.37
7/11/2021,Midsouth,Organic,1.706492699,153864.36,0,0,0,123679.9,30184.46
7/4/2021,Midsouth,Organic,1.703178826,163518.94,0,0,0,131213.67,32305.27
6/27/2021,Midsouth,Organic,1.604510574,165711.25,0,0,0,133040.36,32670.89
6/20/2021,Midsouth,Organic,1.419292492,230863.19,0,0,0,196499.31,34363.88
7/11/2021,Northeast,Organic,1.85121426,191807.4,0,0,0,180596.87,11210.53
7/4/2021,Northeast,Organic,1.766404014,215021.07,0,0,0,197916.49,17104.58
6/27/2021,Northeast,Organic,1.770567027,210980.93,0,0,0,182300.73,28680.21
6/20/2021,Northeast,Organic,1.724512919,226844.08,0,0,0,212783.73,14060.35
7/11/2021,Plains,Organic,1.578189257,27298.93,0,0,0,22378.04,4920.89
7/4/2021,Plains,Organic,1.597167273,38788.14,0,0,0,33592.86,5195.28
6/27/2021,Plains,Organic,1.607738192,37740.69,0,0,0,32358.99,5381.7
6/20/2021,Plains,Organic,1.593252856,38296.13,0,0,0,33113.37,5182.77
7/11/2021,South Central,Organic,1.492475836,99825.35,0,0,0,74994.89,24830.46
7/4/2021,South Central,Organic,1.460887733,135205.11,0,0,0,108394.41,26810.7
6/27/2021,South Central,Organic,1.459161394,133062.07,0,0,0,103679.66,29382.41
6/20/2021,South Central,Organic,1.480898133,133691.65,0,0,0,104863.54,28828.11
7/11/2021,Southeast,Organic,1.470307697,174732.4,0,0,0,152607.39,22125.02
7/4/2021,Southeast,Organic,1.494618325,248075.99,0,0,0,220964.18,27111.81
6/27/2021,Southeast,Organic,1.438439136,228793.27,0,0,0,202935.32,25857.95
6/20/2021,Southeast,Organic,1.329667418,279488.18,0,0,0,252816.53,26671.64
7/11/2021,West,Organic,1.89710106,240653.19,0,0,0,95105.33,145547.86
7/4/2021,West,Organic,1.895711797,263771.26,0,0,0,107074.51,156696.75
6/27/2021,West,Organic,1.880679144,260515.42,0,0,0,108422.38,152093.04
6/20/2021,West,Organic,1.868135336,256095.09,0,0,0,109243.09,146852
8/8/2021,California,Conventional,1.228550238,6168481.78,1356185.5,734679.35,203708.1,1419227.2,2454681.63
8/1/2021,California,Conventional,1.279567984,6063190.3,1234001.56,692350.21,185291.35,1390277.9,2561269.27
7/25/2021,California,Conventional,1.324745302,5751421.73,1161160.14,540066.11,166240.24,1371779.71,2512175.54
7/18/2021,California,Conventional,1.199959122,6545351.35,1295200.75,517497.11,187627.42,2181017.71,2364008.37
8/8/2021,Great Lakes,Conventional,1.165899451,3564039.44,631863.4,661049.98,158166.69,922000.58,1190958.79
8/1/2021,Great Lakes,Conventional,1.161587504,3480808.06,503235.69,662540.25,148413.22,1008725.47,1157893.42
7/25/2021,Great Lakes,Conventional,1.042659777,4121562.86,501404.56,924781.17,404530.75,881758.62,1409087.76
7/18/2021,Great Lakes,Conventional,0.974761155,4679164.36,533831.32,1024813.02,412698.47,997710.25,1710111.3
8/8/2021,Midsouth,Conventional,1.194462071,3427457.56,1089382.57,655843.32,9537.47,1032035.06,640659.15
8/1/2021,Midsouth,Conventional,1.142426517,3620534.77,1097601.2,633714.45,9088.47,1279086.65,601044.02
7/25/2021,Midsouth,Conventional,1.161968315,3647619.65,1140703.36,656697.21,9338.4,1185322.58,655558.1
7/18/2021,Midsouth,Conventional,1.121232253,3889260.94,1148023.09,663648.74,9573.4,1381376.2,686639.52
8/8/2021,Northeast,Conventional,1.229007594,5230867.13,614190.05,2871856.02,7456.48,1452393.12,284971.45
8/1/2021,Northeast,Conventional,1.21252306,5385473.32,642725.08,2874219.47,7192.42,1552994.19,308342.16
7/25/2021,Northeast,Conventional,1.257554748,5194448.3,658957.4,2648236.55,4578.94,1583085.99,299589.42
7/18/2021,Northeast,Conventional,1.245617491,5530574.05,664351.25,2867282.62,6713.52,1664879.98,327346.69
8/8/2021,Plains,Conventional,1.080662235,1876894.58,589730.82,390131.17,1329.85,512034.09,383668.65
8/1/2021,Plains,Conventional,1.058105826,1923428.02,558630.68,414716.34,1470.39,612525.69,336084.92
7/25/2021,Plains,Conventional,0.98073914,2144165.72,618778.23,477880.7,1493.2,661472.46,384541.12
7/18/2021,Plains,Conventional,0.993770077,2146361.14,646556.72,394956.84,1939.65,684787.59,418120.34
8/8/2021,South Central,Conventional,0.831288243,5942275.09,2324092.72,711592.94,128753.56,1690756.28,1087079.6
8/1/2021,South Central,Conventional,0.871654625,5524743.55,2057308.67,742925.36,128367.77,1695802.38,900339.38
7/25/2021,South Central,Conventional,0.792361091,6355038.08,2628754.55,712431.85,146864.4,1766448.38,1100538.9
7/18/2021,South Central,Conventional,0.794260641,6364008.15,2562811.21,746010.15,133082.45,1752279.44,1169824.9
8/8/2021,Southeast,Conventional,1.133136964,4761533.89,1834448.12,302006.59,1892.52,1339902.51,1283284.15
8/1/2021,Southeast,Conventional,1.114126094,4729295.45,1825278.55,297274.58,1946.68,1395964.54,1208831.09
7/25/2021,Southeast,Conventional,0.969110577,5304278.01,1996162.56,335062.14,2232.34,1727913.3,1242907.67
7/18/2021,Southeast,Conventional,0.960862726,5492926.88,2052267.23,306362.04,1890.96,1864121.34,1268285.31
8/8/2021,West,Conventional,1.023523259,7245857.27,1386461.54,1022921.03,42672.03,1468584.87,3325217.8
8/1/2021,West,Conventional,1.063984933,6775879.34,1129045.54,924910.13,40668.32,1564790.96,3116464.39
7/25/2021,West,Conventional,1.050578071,7215870.07,1375105.64,876283.11,39025.33,1549501.09,3375954.91
7/18/2021,West,Conventional,1.045221877,7181380.4,1439564.88,788224.1,40356.82,1579606.14,3333628.46
8/8/2021,California,Organic,1.940333823,324166.74,16616.77,26766.78,23.61,167159.4,113600.19
8/1/2021,California,Organic,1.868103634,331525.55,14664.3,71647.6,242.79,145083.38,99887.48
7/25/2021,California,Organic,1.698949665,439169.44,15818.39,150796.94,538.3,172889.63,99126.19
7/18/2021,California,Organic,1.91784585,322975.41,16945.41,16667.57,24.96,173136.73,116200.74
8/8/2021,Great Lakes,Organic,1.763305706,162371.08,4754.31,13735.2,4.58,84705.52,59171.46
8/1/2021,Great Lakes,Organic,1.654285181,174219.4,4572.24,13719.7,0,95509.56,60417.9
7/25/2021,Great Lakes,Organic,1.628735564,166248.41,3920.51,14933.04,0,89050.83,58344.04
7/18/2021,Great Lakes,Organic,1.507930706,180116.91,4452.61,14532.67,0,107346.17,53785.46
8/8/2021,Midsouth,Organic,1.667671223,206266.22,1344.19,18925.66,30.9,157994.01,27971.45
8/1/2021,Midsouth,Organic,1.743162968,193948.04,1552.09,19040.8,29.56,141443.1,31882.5
7/25/2021,Midsouth,Organic,1.770360123,195148.66,1315.07,20302,61.94,134709.1,38760.55
7/18/2021,Midsouth,Organic,1.710624802,210688.21,1464.61,21340.91,50.77,153728.66,34103.24
8/8/2021,Northeast,Organic,1.88480079,243722.88,10916.21,18816.47,1.18,199015.58,14973.44
8/1/2021,Northeast,Organic,1.916719218,247481.01,11659.3,18105.27,16.27,200771.43,16928.74
7/25/2021,Northeast,Organic,1.879344691,253791.51,15582.02,24249.14,14.12,197895.83,16050.41
7/18/2021,Northeast,Organic,1.873999483,249625.13,11028.22,20289.06,29.62,202937.45,15340.79
8/8/2021,Plains,Organic,1.556457098,54409.22,7750.17,1872.41,76.32,39213.28,5497.04
8/1/2021,Plains,Organic,1.666985847,47123.73,7603.66,1723.78,54.37,31966.36,5775.56
7/25/2021,Plains,Organic,1.700074736,46227.7,7530.73,2020.99,16.78,31035.61,5623.6
7/18/2021,Plains,Organic,1.744548642,44762.32,8801.75,2188.1,45.94,28945.82,4780.7
8/8/2021,South Central,Organic,1.580925811,144294.05,30578.72,3463.42,4.64,87881.39,22365.89
8/1/2021,South Central,Organic,1.545122936,130474.29,17088.97,1775.35,26.93,89803.02,21780.03
7/25/2021,South Central,Organic,1.503479917,121773.44,12889.77,1956.68,30.3,85876.25,21020.44
7/18/2021,South Central,Organic,1.485728608,118151.33,10948.69,1914.37,4.84,83529.39,21754.03
8/8/2021,Southeast,Organic,1.491102913,202383.66,1600.62,6943.68,21.44,172737.28,21080.64
8/1/2021,Southeast,Organic,1.539399004,190627.52,1781.8,7908.41,20.08,160244.17,20673.06
7/25/2021,Southeast,Organic,1.514932587,202020.89,1297.87,6566.51,35.18,171051.79,23069.54
7/18/2021,Southeast,Organic,1.461778846,206725.11,1436.9,7151.66,27.92,175207.12,22901.52
8/8/2021,West,Organic,1.940764356,264683.06,13975.45,18992.6,2.29,89669.22,142043.5
