stationid,longitude,latitude,eveningendpct,eveningstartpct,morningendpct,morningstartpct
671,-0.201968,51.475089,0.001008939,0.001084733,0.000896644,0.000921121
672,-0.173656,51.464688,0.000102848,2.68392E-05,6.59171E-05,7.55792E-05
673,-0.180389,51.46517,0.000458628,0.000205266,0.000110792,0.000352345
674,-0.116191,51.535467,0.000520036,0.000218793,7.32173E-05,0.000686225
675,-0.182126,51.463489,0.000433721,0.000172844,6.01198E-05,0.000498994
676,-0.126874,51.47787,0.000796802,0.000281275,8.91061E-05,0.00077211
677,-0.146544,51.468669,0.000358572,0.000109719,4.874E-05,0.000440378
678,-0.211468,51.462312,0.00014622,9.42593E-05,5.53961E-05,0.000155023
679,-0.17021,51.474535,0.000576506,0.000185083,0.000100486,0.000731529
680,-0.170329,51.477684,0.001174054,0.00101216,0.001013878,0.001088598
681,-0.214749,51.473036,0.000545373,0.000298452,0.000127755,0.000445531
682,-0.226606,51.488108,0.000623958,0.000779196,0.000620093,0.000346548
683,-0.16375,51.465064,0.000510589,0.000310476,0.000114442,0.000359645
684,-0.195197,51.454752,0.000412035,0.000203978,8.00882E-05,0.000283422
685,-0.198735,51.46067,0.000591965,0.000231247,0.000180359,0.000619019
686,-0.222456,51.488144,0.000325291,0.000409674,0.000320997,0.00019861
687,-0.211455,51.497608,0.000757724,0.00043501,0.000265601,0.000803029
688,-0.200667,51.460951,0.000216861,0.000293084,0.000247135,0.000188733
689,-0.180884,51.459225,0.000135914,8.48119E-05,2.25449E-05,0.000136128
690,-0.15213,51.470475,0.000336027,9.64064E-05,3.65013E-05,0.000425133
691,-0.195777,51.479463,0.000769963,0.000665827,0.000332806,0.00034118
692,-0.028941,51.542118,0.00074978,0.000405594,0.000267104,0.000576935
693,-0.215618,51.464786,0.000430715,0.000238976,8.20206E-05,0.00028879
694,-0.216526,51.460717,0.000231891,0.000230817,0.000164256,0.000244559
695,-0.102757,51.536384,0.001678416,0.001216138,0.000645858,0.001167183
696,-0.217995,51.487285,0.000454119,0.000428568,0.000335812,0.000364584
697,-0.112721,51.536392,0.000548593,0.00019861,4.07956E-05,0.000860143
698,-0.070329,51.539083,0.000591751,0.000236829,5.00283E-05,0.000767172
699,-0.07023,51.536654,0.000401514,0.000170483,4.85253E-05,0.000564482
700,-0.174347,51.476964,0.000701899,0.000350198,0.000271398,0.00079487
701,-0.176267,51.472876,0.000975444,0.000478811,0.000244773,0.000933145
702,-0.06555,51.528681,0.000644141,0.000336671,0.000110363,0.000873455
703,-0.105344,51.515059,0.000627823,0.001929416,0.001988677,0.000405165
704,-0.202802,51.45682,0.00018401,7.42909E-05,3.73602E-05,0.000236185
706,-0.083632,51.502153,0.000731529,0.00102719,0.000831586,0.000500068
707,-0.215087,51.490217,0.000512521,0.001099334,0.00107228,0.000322285
708,-0.216145,51.46161,0.000433292,0.000435869,0.000416759,0.000364798
709,-0.21555,51.463211,0.000324432,0.000181218,8.52413E-05,0.000173918
710,-0.163347,51.474392,0.000969432,0.000480958,0.000136128,0.000818274
711,-0.216305,51.483356,0.000562335,0.000348051,0.000125607,0.000446819
712,-0.034903,51.518541,0.000763522,0.000327868,0.000114013,0.000553102
713,-0.14326,51.541007,0.000268821,0.000310261,0.000149226,0.000140637
