Product Category,Units,Week Ending,Geography,Type,ASP
Bulk GTIN,1567061.09,7/5/2020,Southeast,Conventional,1.028779259
Bagged,1513425.98,7/5/2020,Southeast,Conventional,1.028779259
PLU 4046,2888616.26,7/5/2020,Southeast,Conventional,1.028779259
PLU 4225,217621.43,7/12/2020,Southeast,Conventional,1.05555867
PLU 4770,4936.44,7/12/2020,Southeast,Conventional,1.05555867
Bulk GTIN,1271876.43,7/12/2020,Southeast,Conventional,1.05555867
Bagged,1458800.4,7/12/2020,Southeast,Conventional,1.05555867
PLU 4046,2414828.38,7/12/2020,Southeast,Conventional,1.05555867
PLU 4225,261059.95,7/19/2020,Southeast,Conventional,1.018972334
PLU 4770,5667.47,7/19/2020,Southeast,Conventional,1.018972334
Bulk GTIN,1308237.6,7/19/2020,Southeast,Conventional,1.018972334
Bagged,1548591.97,7/19/2020,Southeast,Conventional,1.018972334
PLU 4046,2463034.56,7/19/2020,Southeast,Conventional,1.018972334
PLU 4225,241444,7/26/2020,Southeast,Conventional,0.934247248
PLU 4770,5240.12,7/26/2020,Southeast,Conventional,0.934247248
Bulk GTIN,1273267.04,7/26/2020,Southeast,Conventional,0.934247248
Bagged,1521135.02,7/26/2020,Southeast,Conventional,0.934247248
PLU 4046,2584492.31,7/26/2020,Southeast,Conventional,0.934247248
PLU 4225,212421.21,8/2/2020,Southeast,Conventional,0.926495103
PLU 4770,3991.8,8/2/2020,Southeast,Conventional,0.926495103
Bulk GTIN,1233911.78,8/2/2020,Southeast,Conventional,0.926495103
Bagged,1566988.21,8/2/2020,Southeast,Conventional,0.926495103
PLU 4046,2499100,8/2/2020,Southeast,Conventional,0.926495103
PLU 4225,216770.98,8/9/2020,Southeast,Conventional,0.94646795
PLU 4770,5911.56,8/9/2020,Southeast,Conventional,0.94646795
Bulk GTIN,1296533.68,8/9/2020,Southeast,Conventional,0.94646795
Bagged,1398041.7,8/9/2020,Southeast,Conventional,0.94646795
PLU 4046,2480094.4,8/9/2020,Southeast,Conventional,0.94646795
PLU 4225,190419.99,8/16/2020,Southeast,Conventional,0.939338159
PLU 4770,7413.33,8/16/2020,Southeast,Conventional,0.939338159
Bulk GTIN,1281567.36,8/16/2020,Southeast,Conventional,0.939338159
Bagged,1387816.7,8/16/2020,Southeast,Conventional,0.939338159
PLU 4046,2292412.78,8/16/2020,Southeast,Conventional,0.939338159
PLU 4225,192556.45,8/23/2020,Southeast,Conventional,0.928954005
PLU 4770,5365.78,8/23/2020,Southeast,Conventional,0.928954005
Bulk GTIN,1362456.43,8/23/2020,Southeast,Conventional,0.928954005
Bagged,1430805,8/23/2020,Southeast,Conventional,0.928954005
PLU 4046,2332555.79,8/23/2020,Southeast,Conventional,0.928954005
PLU 4225,202896.55,8/30/2020,Southeast,Conventional,0.900512011
PLU 4770,4217.89,8/30/2020,Southeast,Conventional,0.900512011
Bulk GTIN,1310000.28,8/30/2020,Southeast,Conventional,0.900512011
Bagged,1612996.13,8/30/2020,Southeast,Conventional,0.900512011
PLU 4046,2243659.7,8/30/2020,Southeast,Conventional,0.900512011
PLU 4225,210674.26,9/6/2020,Southeast,Conventional,0.896889023
PLU 4770,3584.13,9/6/2020,Southeast,Conventional,0.896889023
Bulk GTIN,1592420.48,9/6/2020,Southeast,Conventional,0.896889023
Bagged,1283556.14,9/6/2020,Southeast,Conventional,0.896889023
PLU 4046,2780825.38,9/6/2020,Southeast,Conventional,0.896889023
PLU 4225,189101.9,9/13/2020,Southeast,Conventional,0.8947187
PLU 4770,2988.01,9/13/2020,Southeast,Conventional,0.8947187
Bulk GTIN,1424142.46,9/13/2020,Southeast,Conventional,0.8947187
Bagged,1322599.49,9/13/2020,Southeast,Conventional,0.8947187
PLU 4046,2662942.51,9/13/2020,Southeast,Conventional,0.8947187
PLU 4225,171765.22,9/20/2020,Southeast,Conventional,0.903635407
PLU 4770,3427.22,9/20/2020,Southeast,Conventional,0.903635407
Bulk GTIN,1144256.74,9/20/2020,Southeast,Conventional,0.903635407
Bagged,1582685,9/20/2020,Southeast,Conventional,0.903635407
PLU 4046,2174433.81,9/20/2020,Southeast,Conventional,0.903635407
PLU 4225,260218.9,9/27/2020,Southeast,Conventional,0.915081657
PLU 4770,2727.34,9/27/2020,Southeast,Conventional,0.915081657
Bulk GTIN,1222731.67,9/27/2020,Southeast,Conventional,0.915081657
Bagged,1367728.14,9/27/2020,Southeast,Conventional,0.915081657
PLU 4046,2267514.65,9/27/2020,Southeast,Conventional,0.915081657
PLU 4225,282566.93,10/4/2020,Southeast,Conventional,0.939655199
PLU 4770,4020.06,10/4/2020,Southeast,Conventional,0.939655199
Bulk GTIN,1275426.97,10/4/2020,Southeast,Conventional,0.939655199
Bagged,1338739.8,10/4/2020,Southeast,Conventional,0.939655199
PLU 4046,2222232.24,10/4/2020,Southeast,Conventional,0.939655199
PLU 4225,274081.57,10/11/2020,Southeast,Conventional,0.936879528
PLU 4770,3362.82,10/11/2020,Southeast,Conventional,0.936879528
Bulk GTIN,1271244.16,10/11/2020,Southeast,Conventional,0.936879528
Bagged,1365337.03,10/11/2020,Southeast,Conventional,0.936879528
PLU 4046,2104829.27,10/11/2020,Southeast,Conventional,0.936879528
PLU 4225,239730.56,10/18/2020,Southeast,Conventional,0.909396732
PLU 4770,3401.84,10/18/2020,Southeast,Conventional,0.909396732
Bulk GTIN,1343564.7,10/18/2020,Southeast,Conventional,0.909396732
Bagged,1392493.53,10/18/2020,Southeast,Conventional,0.909396732
PLU 4046,2169289.45,10/18/2020,Southeast,Conventional,0.909396732
PLU 4225,245859.59,10/25/2020,Southeast,Conventional,0.788181956
PLU 4770,3584.07,10/25/2020,Southeast,Conventional,0.788181956
Bulk GTIN,1386884.18,10/25/2020,Southeast,Conventional,0.788181956
Bagged,1389488.23,10/25/2020,Southeast,Conventional,0.788181956
PLU 4046,2556331.9,10/25/2020,Southeast,Conventional,0.788181956
PLU 4225,189567.73,11/1/2020,Southeast,Conventional,0.854756028
PLU 4770,2803.89,11/1/2020,Southeast,Conventional,0.854756028
Bulk GTIN,1174080.5,11/1/2020,Southeast,Conventional,0.854756028
Bagged,1478239.48,11/1/2020,Southeast,Conventional,0.854756028
PLU 4046,2111291.98,11/1/2020,Southeast,Conventional,0.854756028
PLU 4225,191315.96,11/8/2020,Southeast,Conventional,0.815629923
PLU 4770,2926.04,11/8/2020,Southeast,Conventional,0.815629923
Bulk GTIN,1260873.47,11/8/2020,Southeast,Conventional,0.815629923
Bagged,1709790.55,11/8/2020,Southeast,Conventional,0.815629923
PLU 4046,2157576.86,11/8/2020,Southeast,Conventional,0.815629923
PLU 4225,175912.38,11/15/2020,Southeast,Conventional,0.832221689
PLU 4770,2773.49,11/15/2020,Southeast,Conventional,0.832221689
Bulk GTIN,1210861.25,11/15/2020,Southeast,Conventional,0.832221689
Bagged,1437352.07,11/15/2020,Southeast,Conventional,0.832221689
PLU 4046,2100737.52,11/15/2020,Southeast,Conventional,0.832221689
PLU 4225,169816.41,11/22/2020,Southeast,Conventional,0.826494494
PLU 4770,2332.39,11/22/2020,Southeast,Conventional,0.826494494
Bulk GTIN,1058572.12,11/22/2020,Southeast,Conventional,0.826494494
Bagged,1448697.14,11/22/2020,Southeast,Conventional,0.826494494
PLU 4046,2011586.51,11/22/2020,Southeast,Conventional,0.826494494
PLU 4225,153584.23,11/29/2020,Southeast,Conventional,0.725966357
PLU 4770,1738.71,11/29/2020,Southeast,Conventional,0.725966357
Bulk GTIN,1166333.28,11/29/2020,Southeast,Conventional,0.725966357
Bagged,1203300.12,11/29/2020,Southeast,Conventional,0.725966357
PLU 4046,2071528.95,11/29/2020,Southeast,Conventional,0.725966357
PLU 4225,183165.11,12/6/2020,Southeast,Conventional,0.817869717
PLU 4770,1993.4,12/6/2020,Southeast,Conventional,0.817869717
Bulk GTIN,1139917.46,12/6/2020,Southeast,Conventional,0.817869717
Bagged,1399895.18,12/6/2020,Southeast,Conventional,0.817869717
PLU 4046,1983110.38,12/6/2020,Southeast,Conventional,0.817869717
PLU 4225,183053.3,12/13/2020,Southeast,Conventional,0.783716535
PLU 4770,1816.82,12/13/2020,Southeast,Conventional,0.783716535
Bulk GTIN,1111395.18,12/13/2020,Southeast,Conventional,0.783716535
Bagged,1488123.38,12/13/2020,Southeast,Conventional,0.783716535
PLU 4046,1953155.75,12/13/2020,Southeast,Conventional,0.783716535
PLU 4225,164074.34,12/20/2020,Southeast,Conventional,0.821692305
PLU 4770,1844.58,12/20/2020,Southeast,Conventional,0.821692305
Bulk GTIN,1058023.88,12/20/2020,Southeast,Conventional,0.821692305
Bagged,1427458.92,12/20/2020,Southeast,Conventional,0.821692305
PLU 4046,1982004.99,12/20/2020,Southeast,Conventional,0.821692305
PLU 4225,184393.37,12/27/2020,Southeast,Conventional,0.737388191
PLU 4770,2913.13,12/27/2020,Southeast,Conventional,0.737388191
Bulk GTIN,1132746.33,12/27/2020,Southeast,Conventional,0.737388191
Bagged,1292757.04,12/27/2020,Southeast,Conventional,0.737388191
PLU 4046,2045198.89,12/27/2020,Southeast,Conventional,0.737388191
PLU 4225,967372.45,1/5/2020,West,Conventional,0.972386505
PLU 4770,52108.92,1/5/2020,West,Conventional,0.972386505
Bulk GTIN,3104260.16,1/5/2020,West,Conventional,0.972386505
Bagged,989240.31,1/5/2020,West,Conventional,0.972386505
PLU 4046,1673734.47,1/5/2020,West,Conventional,0.972386505
PLU 4225,891407.98,1/12/2020,West,Conventional,0.990179903
PLU 4770,49529.57,1/12/2020,West,Conventional,0.990179903
Bulk GTIN,3138691.72,1/12/2020,West,Conventional,0.990179903
Bagged,1029469.76,1/12/2020,West,Conventional,0.990179903
PLU 4046,1872804.69,1/12/2020,West,Conventional,0.990179903
PLU 4225,1144795.21,1/19/2020,West,Conventional,0.880892929
PLU 4770,47489.51,1/19/2020,West,Conventional,0.880892929
Bulk GTIN,3604525.29,1/19/2020,West,Conventional,0.880892929
Bagged,865768.41,1/19/2020,West,Conventional,0.880892929
PLU 4046,1868232.92,1/19/2020,West,Conventional,0.880892929
PLU 4225,761285.87,1/26/2020,West,Conventional,1.075660618
PLU 4770,45271.13,1/26/2020,West,Conventional,1.075660618
Bulk GTIN,2655451.35,1/26/2020,West,Conventional,1.075660618
Bagged,957119.21,1/26/2020,West,Conventional,1.075660618
PLU 4046,1614953.9,1/26/2020,West,Conventional,1.075660618
PLU 4225,1055786.23,2/2/2020,West,Conventional,0.927086895
PLU 4770,72852.96,2/2/2020,West,Conventional,0.927086895
Bulk GTIN,4158422.87,2/2/2020,West,Conventional,0.927086895
Bagged,940078.04,2/2/2020,West,Conventional,0.927086895
PLU 4046,2161986.4,2/2/2020,West,Conventional,0.927086895
PLU 4225,848030.53,2/9/2020,West,Conventional,0.975746932
PLU 4770,44189.38,2/9/2020,West,Conventional,0.975746932
Bulk GTIN,3102577.57,2/9/2020,West,Conventional,0.975746932
Bagged,987706.56,2/9/2020,West,Conventional,0.975746932
PLU 4046,2012107.3,2/9/2020,West,Conventional,0.975746932
PLU 4225,784584.18,2/16/2020,West,Conventional,1.025906183
PLU 4770,43662.84,2/16/2020,West,Conventional,1.025906183
Bulk GTIN,2880314.52,2/16/2020,West,Conventional,1.025906183
Bagged,943750.55,2/16/2020,West,Conventional,1.025906183
PLU 4046,2003253.99,2/16/2020,West,Conventional,1.025906183
PLU 4225,779096.73,2/23/2020,West,Conventional,0.99851413
PLU 4770,35283.21,2/23/2020,West,Conventional,0.99851413
Bulk GTIN,3482478.22,2/23/2020,West,Conventional,0.99851413
Bagged,886740.37,2/23/2020,West,Conventional,0.99851413
PLU 4046,1851019.88,2/23/2020,West,Conventional,0.99851413
PLU 4225,727309.96,3/1/2020,West,Conventional,1.091929467
PLU 4770,27508.28,3/1/2020,West,Conventional,1.091929467
Bulk GTIN,3266934.26,3/1/2020,West,Conventional,1.091929467
Bagged,929811.31,3/1/2020,West,Conventional,1.091929467
PLU 4046,1573258.83,3/1/2020,West,Conventional,1.091929467
PLU 4225,668562.78,3/8/2020,West,Conventional,1.167515434
PLU 4770,26808.27,3/8/2020,West,Conventional,1.167515434
Bulk GTIN,3179844.02,3/8/2020,West,Conventional,1.167515434
Bagged,964884.56,3/8/2020,West,Conventional,1.167515434
PLU 4046,1641369.16,3/8/2020,West,Conventional,1.167515434
PLU 4225,788033.38,3/15/2020,West,Conventional,1.17554922
PLU 4770,31767.06,3/15/2020,West,Conventional,1.17554922
Bulk GTIN,3737397.6,3/15/2020,West,Conventional,1.17554922
Bagged,1224601.8,3/15/2020,West,Conventional,1.17554922
PLU 4046,1860815.2,3/15/2020,West,Conventional,1.17554922
PLU 4225,782202.32,3/22/2020,West,Conventional,1.157940733
PLU 4770,29081.18,3/22/2020,West,Conventional,1.157940733
Bulk GTIN,3700810.54,3/22/2020,West,Conventional,1.157940733
Bagged,1000158.45,3/22/2020,West,Conventional,1.157940733
PLU 4046,1956256.21,3/22/2020,West,Conventional,1.157940733
PLU 4225,785143.43,3/29/2020,West,Conventional,1.253190744
PLU 4770,27994.71,3/29/2020,West,Conventional,1.253190744
Bulk GTIN,3108814.78,3/29/2020,West,Conventional,1.253190744
Bagged,911460,3/29/2020,West,Conventional,1.253190744
PLU 4046,1577272.55,3/29/2020,West,Conventional,1.253190744
PLU 4225,898853.07,4/5/2020,West,Conventional,1.185280617
PLU 4770,28102.44,4/5/2020,West,Conventional,1.185280617
Bulk GTIN,3381740.82,4/5/2020,West,Conventional,1.185280617
Bagged,1026489,4/5/2020,West,Conventional,1.185280617
PLU 4046,1856518.43,4/5/2020,West,Conventional,1.185280617
PLU 4225,897331.92,4/12/2020,West,Conventional,1.241013725
PLU 4770,28696.33,4/12/2020,West,Conventional,1.241013725
Bulk GTIN,3187037.94,4/12/2020,West,Conventional,1.241013725
Bagged,1120382.05,4/12/2020,West,Conventional,1.241013725
PLU 4046,1932113.71,4/12/2020,West,Conventional,1.241013725
PLU 4225,948972.03,4/19/2020,West,Conventional,1.165496306
PLU 4770,104199.17,4/19/2020,West,Conventional,1.165496306
Bulk GTIN,3459345.84,4/19/2020,West,Conventional,1.165496306
Bagged,1109062.78,4/19/2020,West,Conventional,1.165496306
PLU 4046,1724193.39,4/19/2020,West,Conventional,1.165496306
PLU 4225,1066744.09,4/26/2020,West,Conventional,1.119726229
PLU 4770,101798.82,4/26/2020,West,Conventional,1.119726229
Bulk GTIN,3647055.3,4/26/2020,West,Conventional,1.119726229
Bagged,1057828.26,4/26/2020,West,Conventional,1.119726229
PLU 4046,2025547.74,4/26/2020,West,Conventional,1.119726229
PLU 4225,1188087.54,5/3/2020,West,Conventional,1.072651564
PLU 4770,42142.34,5/3/2020,West,Conventional,1.072651564
Bulk GTIN,4213960.11,5/3/2020,West,Conventional,1.072651564
Bagged,1200126.92,5/3/2020,West,Conventional,1.072651564
PLU 4046,2283223.67,5/3/2020,West,Conventional,1.072651564
PLU 4225,1162146.12,5/10/2020,West,Conventional,1.068356975
PLU 4770,35554.79,5/10/2020,West,Conventional,1.068356975
Bulk GTIN,4023900.36,5/10/2020,West,Conventional,1.068356975
Bagged,1231304.28,5/10/2020,West,Conventional,1.068356975
PLU 4046,2514988.98,5/10/2020,West,Conventional,1.068356975
PLU 4225,917717,5/17/2020,West,Conventional,1.139735342
PLU 4770,31654.56,5/17/2020,West,Conventional,1.139735342
Bulk GTIN,3409404.42,5/17/2020,West,Conventional,1.139735342
Bagged,1209715.97,5/17/2020,West,Conventional,1.139735342
PLU 4046,1928247.71,5/17/2020,West,Conventional,1.139735342
PLU 4225,1046191.52,5/24/2020,West,Conventional,1.081055721
PLU 4770,31919.96,5/24/2020,West,Conventional,1.081055721
Bulk GTIN,4113727.14,5/24/2020,West,Conventional,1.081055721
Bagged,1316188.73,5/24/2020,West,Conventional,1.081055721
PLU 4046,1982254.65,5/24/2020,West,Conventional,1.081055721
PLU 4225,972157.43,5/31/2020,West,Conventional,1.051615707
PLU 4770,28375.74,5/31/2020,West,Conventional,1.051615707
Bulk GTIN,3894756.8,5/31/2020,West,Conventional,1.051615707
Bagged,1208927.76,5/31/2020,West,Conventional,1.051615707
PLU 4046,2148400.16,5/31/2020,West,Conventional,1.051615707
PLU 4225,936232.15,6/7/2020,West,Conventional,1.110598058
PLU 4770,35541.06,6/7/2020,West,Conventional,1.110598058
Bulk GTIN,3515977.46,6/7/2020,West,Conventional,1.110598058
Bagged,1230971.96,6/7/2020,West,Conventional,1.110598058
PLU 4046,1979630.34,6/7/2020,West,Conventional,1.110598058
PLU 4225,1037766.66,6/14/2020,West,Conventional,1.032384896
PLU 4770,40008.76,6/14/2020,West,Conventional,1.032384896
Bulk GTIN,4044366.44,6/14/2020,West,Conventional,1.032384896
Bagged,1232395.05,6/14/2020,West,Conventional,1.032384896
PLU 4046,1805818.31,6/14/2020,West,Conventional,1.032384896
PLU 4225,989765.17,6/21/2020,West,Conventional,1.027120803
PLU 4770,54050.37,6/21/2020,West,Conventional,1.027120803
Bulk GTIN,3952005.2,6/21/2020,West,Conventional,1.027120803
Bagged,1194462.56,6/21/2020,West,Conventional,1.027120803
PLU 4046,1976219,6/21/2020,West,Conventional,1.027120803
PLU 4225,810331.53,6/28/2020,West,Conventional,1.104070654
PLU 4770,42986.53,6/28/2020,West,Conventional,1.104070654
Bulk GTIN,3676154.19,6/28/2020,West,Conventional,1.104070654
Bagged,1138088.94,6/28/2020,West,Conventional,1.104070654
PLU 4046,1616528.18,6/28/2020,West,Conventional,1.104070654
PLU 4225,950916.28,7/5/2020,West,Conventional,1.114640339
PLU 4770,66081.3,7/5/2020,West,Conventional,1.114640339
Bulk GTIN,3782040.93,7/5/2020,West,Conventional,1.114640339
Bagged,1330529.51,7/5/2020,West,Conventional,1.114640339
PLU 4046,1833519.23,7/5/2020,West,Conventional,1.114640339
PLU 4225,963791.23,7/12/2020,West,Conventional,1.042998966
PLU 4770,51845.22,7/12/2020,West,Conventional,1.042998966
Bulk GTIN,3586334.09,7/12/2020,West,Conventional,1.042998966
Bagged,1253848.91,7/12/2020,West,Conventional,1.042998966
PLU 4046,1967771.67,7/12/2020,West,Conventional,1.042998966
PLU 4225,1032560.52,7/19/2020,West,Conventional,1.017136985
PLU 4770,47508.92,7/19/2020,West,Conventional,1.017136985
Bulk GTIN,3698812.29,7/19/2020,West,Conventional,1.017136985
Bagged,1366280.9,7/19/2020,West,Conventional,1.017136985
PLU 4046,1709941,7/19/2020,West,Conventional,1.017136985
PLU 4225,921567.26,7/26/2020,West,Conventional,1.013732022
PLU 4770,41465.09,7/26/2020,West,Conventional,1.013732022
Bulk GTIN,3359463.7,7/26/2020,West,Conventional,1.013732022
Bagged,1437249.73,7/26/2020,West,Conventional,1.013732022
PLU 4046,1849568.83,7/26/2020,West,Conventional,1.013732022
PLU 4225,932247.96,8/2/2020,West,Conventional,1.021710347
PLU 4770,45176.37,8/2/2020,West,Conventional,1.021710347
Bulk GTIN,3503222.1,8/2/2020,West,Conventional,1.021710347
Bagged,1344698.6,8/2/2020,West,Conventional,1.021710347
PLU 4046,1679384.6,8/2/2020,West,Conventional,1.021710347
PLU 4225,981666.34,8/9/2020,West,Conventional,1.048356267
PLU 4770,61394,8/9/2020,West,Conventional,1.048356267
Bulk GTIN,3592317.71,8/9/2020,West,Conventional,1.048356267
Bagged,1298350.55,8/9/2020,West,Conventional,1.048356267
PLU 4046,1723168.02,8/9/2020,West,Conventional,1.048356267
PLU 4225,840813.25,8/16/2020,West,Conventional,1.046849855
PLU 4770,43198.34,8/16/2020,West,Conventional,1.046849855
Bulk GTIN,3491874.2,8/16/2020,West,Conventional,1.046849855
Bagged,1270911.09,8/16/2020,West,Conventional,1.046849855
PLU 4046,1752493.46,8/16/2020,West,Conventional,1.046849855
PLU 4225,820100.41,8/23/2020,West,Conventional,1.084796069
PLU 4770,55464.66,8/23/2020,West,Conventional,1.084796069
Bulk GTIN,3254427.52,8/23/2020,West,Conventional,1.084796069
Bagged,1280428.05,8/23/2020,West,Conventional,1.084796069
PLU 4046,1621148.55,8/23/2020,West,Conventional,1.084796069
PLU 4225,981083.14,8/30/2020,West,Conventional,0.996137739
PLU 4770,54605.97,8/30/2020,West,Conventional,0.996137739
Bulk GTIN,3625343.62,8/30/2020,West,Conventional,0.996137739
Bagged,1219214.15,8/30/2020,West,Conventional,0.996137739
PLU 4046,1773422.41,8/30/2020,West,Conventional,0.996137739
PLU 4225,1022672.42,9/6/2020,West,Conventional,0.996264836
