County,State,State Abbr,Population
Autauga County,Alabama,AL,"55,243"
Baldwin County,Alabama,AL,"207,601"
Barbour County,Alabama,AL,"25,806"
Bibb County,Alabama,AL,"22,586"
Blount County,Alabama,AL,"57,494"
Bullock County,Alabama,AL,"10,389"
Butler County,Alabama,AL,"20,012"
Calhoun County,Alabama,AL,"114,973"
Chambers County,Alabama,AL,"33,745"
Cherokee County,Alabama,AL,"25,768"
Chilton County,Alabama,AL,"43,866"
Choctaw County,Alabama,AL,"13,045"
Clarke County,Alabama,AL,"24,340"
Clay County,Alabama,AL,"13,393"
Cleburne County,Alabama,AL,"14,848"
Coffee County,Alabama,AL,"51,202"
Colbert County,Alabama,AL,"54,497"
Conecuh County,Alabama,AL,"12,500"
Coosa County,Alabama,AL,"10,819"
Covington County,Alabama,AL,"37,382"
Crenshaw County,Alabama,AL,"13,916"
Cullman County,Alabama,AL,"82,450"
Dale County,Alabama,AL,"49,362"
Dallas County,Alabama,AL,"40,080"
DeKalb County,Alabama,AL,"71,104"
Elmore County,Alabama,AL,"81,204"
Escambia County,Alabama,AL,"37,475"
Etowah County,Alabama,AL,"102,855"
Fayette County,Alabama,AL,"16,563"
Franklin County,Alabama,AL,"31,611"
Geneva County,Alabama,AL,"26,494"
Greene County,Alabama,AL,"8,482"
Hale County,Alabama,AL,"14,828"
Henry County,Alabama,AL,"17,072"
Houston County,Alabama,AL,"104,218"
Jackson County,Alabama,AL,"51,988"
Jefferson County,Alabama,AL,"660,343"
Lamar County,Alabama,AL,"13,928"
Lauderdale County,Alabama,AL,"92,425"
Lawrence County,Alabama,AL,"33,227"
Lee County,Alabama,AL,"159,168"
Limestone County,Alabama,AL,"92,847"
Lowndes County,Alabama,AL,"10,248"
Macon County,Alabama,AL,"19,060"
Madison County,Alabama,AL,"356,729"
Marengo County,Alabama,AL,"19,525"
Marion County,Alabama,AL,"29,960"
Marshall County,Alabama,AL,"95,113"
Mobile County,Alabama,AL,"414,945"
Monroe County,Alabama,AL,"21,548"
Montgomery County,Alabama,AL,"227,170"
Morgan County,Alabama,AL,"119,006"
Perry County,Alabama,AL,"9,532"
Pickens County,Alabama,AL,"20,325"
Pike County,Alabama,AL,"33,464"
Randolph County,Alabama,AL,"22,504"
Russell County,Alabama,AL,"58,185"
St. Clair County,Alabama,AL,"87,306"
Shelby County,Alabama,AL,"211,282"
Sumter County,Alabama,AL,"12,967"
Talladega County,Alabama,AL,"80,552"
Tallapoosa County,Alabama,AL,"40,586"
Tuscaloosa County,Alabama,AL,"206,464"
Walker County,Alabama,AL,"64,533"
Washington County,Alabama,AL,"16,621"
Wilcox County,Alabama,AL,"10,844"
Winston County,Alabama,AL,"23,907"
Apache County,Arizona,AZ,"71,381"
Cochise County,Arizona,AZ,"125,686"
Coconino County,Arizona,AZ,"140,407"
Gila County,Arizona,AZ,"53,356"
Graham County,Arizona,AZ,"37,807"
Greenlee County,Arizona,AZ,"9,643"
La Paz County,Arizona,AZ,"20,648"
Maricopa County,Arizona,AZ,"4,256,143"
Mohave County,Arizona,AZ,"205,412"
Navajo County,Arizona,AZ,"108,467"
Pima County,Arizona,AZ,"1,016,707"
Pinal County,Arizona,AZ,"417,193"
Santa Cruz County,Arizona,AZ,"46,400"
Yavapai County,Arizona,AZ,"224,575"
Yuma County,Arizona,AZ,"207,247"
Arkansas County,Arkansas,AR,"18,154"
Ashley County,Arkansas,AR,"20,530"
Baxter County,Arkansas,AR,"41,131"
Benton County,Arkansas,AR,"259,212"
Boone County,Arkansas,AR,"37,259"
Bradley County,Arkansas,AR,"10,959"
Calhoun County,Arkansas,AR,"5,143"
Carroll County,Arkansas,AR,"27,728"
Chicot County,Arkansas,AR,"10,899"
Clark County,Arkansas,AR,"22,602"
Clay County,Arkansas,AR,"15,060"
Cleburne County,Arkansas,AR,"25,173"
Cleveland County,Arkansas,AR,"8,245"
Columbia County,Arkansas,AR,"24,026"
Conway County,Arkansas,AR,"20,874"
Craighead County,Arkansas,AR,"105,932"
Crawford County,Arkansas,AR,"62,263"
Crittenden County,Arkansas,AR,"49,306"
Cross County,Arkansas,AR,"17,025"
Dallas County,Arkansas,AR,"7,399"
Desha County,Arkansas,AR,"11,905"
Drew County,Arkansas,AR,"18,553"
Faulkner County,Arkansas,AR,"122,206"
Franklin County,Arkansas,AR,"17,655"
Fulton County,Arkansas,AR,"12,099"
Garland County,Arkansas,AR,"98,282"
Grant County,Arkansas,AR,"18,064"
Greene County,Arkansas,AR,"44,730"
Hempstead County,Arkansas,AR,"22,032"
Hot Spring County,Arkansas,AR,"33,438"
Howard County,Arkansas,AR,"13,350"
Independence County,Arkansas,AR,"37,117"
Izard County,Arkansas,AR,"13,488"
Jackson County,Arkansas,AR,"17,282"
Jefferson County,Arkansas,AR,"70,407"
Johnson County,Arkansas,AR,"26,127"
Lafayette County,Arkansas,AR,"6,888"
Lawrence County,Arkansas,AR,"16,639"
Lee County,Arkansas,AR,"9,337"
Lincoln County,Arkansas,AR,"13,728"
Little River County,Arkansas,AR,"12,406"
Logan County,Arkansas,AR,"21,732"
Lonoke County,Arkansas,AR,"71,803"
Madison County,Arkansas,AR,"16,112"
Marion County,Arkansas,AR,"16,376"
Miller County,Arkansas,AR,"43,713"
Mississippi County,Arkansas,AR,"42,900"
Monroe County,Arkansas,AR,"7,205"
Montgomery County,Arkansas,AR,"8,936"
Nevada County,Arkansas,AR,"8,378"
Newton County,Arkansas,AR,"7,848"
Ouachita County,Arkansas,AR,"24,013"
Perry County,Arkansas,AR,"10,286"
Phillips County,Arkansas,AR,"19,050"
Pike County,Arkansas,AR,"10,826"
Poinsett County,Arkansas,AR,"23,974"
Polk County,Arkansas,AR,"20,145"
Pope County,Arkansas,AR,"63,897"
Prairie County,Arkansas,AR,"8,252"
Pulaski County,Arkansas,AR,"394,151"
Randolph County,Arkansas,AR,"17,444"
St. Francis County,Arkansas,AR,"26,347"
Saline County,Arkansas,AR,"117,656"
Scott County,Arkansas,AR,"10,332"
Searcy County,Arkansas,AR,"7,968"
Sebastian County,Arkansas,AR,"127,385"
Sevier County,Arkansas,AR,"16,971"
Sharp County,Arkansas,AR,"17,007"
Stone County,Arkansas,AR,"12,509"
Union County,Arkansas,AR,"39,879"
Van Buren County,Arkansas,AR,"16,669"
Washington County,Arkansas,AR,"228,482"
White County,Arkansas,AR,"78,917"
Woodruff County,Arkansas,AR,"6,600"
Yell County,Arkansas,AR,"21,502"
Alameda County,California,CA,"1,650,950"
Alpine County,California,CA,"1,047"
Amador County,California,CA,"37,429"
Butte County,California,CA,"226,231"
Calaveras County,California,CA,"45,322"
Colusa County,California,CA,"21,496"
Contra Costa County,California,CA,"1,137,268"
Del Norte County,California,CA,"27,382"
El Dorado County,California,CA,"185,976"
Fresno County,California,CA,"976,830"
Glenn County,California,CA,"27,840"
Humboldt County,California,CA,"136,290"
Imperial County,California,CA,"180,179"
Inyo County,California,CA,"17,922"
Kern County,California,CA,"880,856"
Kings County,California,CA,"149,382"
Lake County,California,CA,"63,903"
Lassen County,California,CA,"30,721"
Los Angeles County,California,CA,"10,105,708"
Madera County,California,CA,"153,956"
Marin County,California,CA,"260,562"
Mariposa County,California,CA,"17,456"
Mendocino County,California,CA,"87,285"
Merced County,California,CA,"267,628"
Modoc County,California,CA,"8,961"
Mono County,California,CA,"14,273"
Monterey County,California,CA,"433,953"
Napa County,California,CA,"140,840"
Nevada County,California,CA,"98,913"
Orange County,California,CA,"3,164,986"
Placer County,California,CA,"378,943"
Plumas County,California,CA,"18,665"
Riverside County,California,CA,"2,380,081"
Sacramento County,California,CA,"1,510,987"
San Benito County,California,CA,"59,225"
San Bernardino County,California,CA,"2,131,960"
San Diego County,California,CA,"3,306,089"
San Francisco County,California,CA,"871,512"
San Joaquin County,California,CA,"732,809"
San Luis Obispo County,California,CA,"281,803"
San Mateo County,California,CA,"767,906"
Santa Barbara County,California,CA,"444,340"
Santa Clara County,California,CA,"1,928,368"
Santa Cruz County,California,CA,"274,396"
Shasta County,California,CA,"178,571"
Sierra County,California,CA,"2,951"
Siskiyou County,California,CA,"43,376"
Solano County,California,CA,"438,858"
Sonoma County,California,CA,"502,547"
Stanislaus County,California,CA,"539,255"
Sutter County,California,CA,"95,742"
Tehama County,California,CA,"63,453"
Trinity County,California,CA,"12,828"
Tulare County,California,CA,"459,235"
Tuolumne County,California,CA,"53,770"
Ventura County,California,CA,"847,323"
Yolo County,California,CA,"215,627"
Yuba County,California,CA,"74,952"
Adams County,Colorado,CO,"497,734"
Alamosa County,Colorado,CO,"16,053"
Arapahoe County,Colorado,CO,"638,950"
Archuleta County,Colorado,CO,"12,825"
Baca County,Colorado,CO,"3,530"
Bent County,Colorado,CO,"5,833"
Boulder County,Colorado,CO,"321,250"
Broomfield County,Colorado,CO,"66,513"
Chaffee County,Colorado,CO,"19,110"
Cheyenne County,Colorado,CO,"1,850"
Clear Creek County,Colorado,CO,"9,353"
Conejos County,Colorado,CO,"8,050"
Costilla County,Colorado,CO,"3,693"
Crowley County,Colorado,CO,"5,285"
Custer County,Colorado,CO,"4,588"
Delta County,Colorado,CO,"30,346"
Denver County,Colorado,CO,"696,159"
Dolores County,Colorado,CO,"2,056"
Douglas County,Colorado,CO,"328,219"
Eagle County,Colorado,CO,"54,541"
Elbert County,Colorado,CO,"25,157"
El Paso County,Colorado,CO,"688,277"
Fremont County,Colorado,CO,"46,976"
Garfield County,Colorado,CO,"58,785"
Gilpin County,Colorado,CO,"5,914"
Grand County,Colorado,CO,"15,179"
Gunnison County,Colorado,CO,"16,414"
Hinsdale County,Colorado,CO,788
Huerfano County,Colorado,CO,"6,580"
Jackson County,Colorado,CO,"1,358"
Jefferson County,Colorado,CO,"571,413"
Kiowa County,Colorado,CO,"1,342"
Kit Carson County,Colorado,CO,"7,626"
Lake County,Colorado,CO,"7,590"
La Plata County,Colorado,CO,"55,316"
Larimer County,Colorado,CO,"338,984"
Las Animas County,Colorado,CO,"14,073"
Lincoln County,Colorado,CO,"5,551"
Logan County,Colorado,CO,"22,435"
Mesa County,Colorado,CO,"149,736"
Mineral County,Colorado,CO,756
Moffat County,Colorado,CO,"13,144"
Montezuma County,Colorado,CO,"25,994"
Montrose County,Colorado,CO,"41,151"
Morgan County,Colorado,CO,"28,199"
Otero County,Colorado,CO,"18,266"
Ouray County,Colorado,CO,"4,789"
Park County,Colorado,CO,"17,343"
Phillips County,Colorado,CO,"4,280"
Pitkin County,Colorado,CO,"17,975"
Prowers County,Colorado,CO,"11,926"
Pueblo County,Colorado,CO,"164,774"
Rio Blanco County,Colorado,CO,"6,436"
Rio Grande County,Colorado,CO,"11,337"
Routt County,Colorado,CO,"24,682"
Saguache County,Colorado,CO,"6,412"
San Juan County,Colorado,CO,691
San Miguel County,Colorado,CO,"8,017"
Sedgwick County,Colorado,CO,"2,400"
Summit County,Colorado,CO,"30,552"
Teller County,Colorado,CO,"24,058"
Washington County,Colorado,CO,"4,834"
Weld County,Colorado,CO,"295,712"
Yuma County,Colorado,CO,"10,055"
Fairfield County,Connecticut,CT,"944,347"
Hartford County,Connecticut,CT,"894,141"
Litchfield County,Connecticut,CT,"182,793"
Middlesex County,Connecticut,CT,"163,292"
New Haven County,Connecticut,CT,"857,901"
New London County,Connecticut,CT,"268,403"
Tolland County,Connecticut,CT,"151,162"
Windham County,Connecticut,CT,"116,102"
Kent County,Delaware,DE,"174,542"
New Castle County,Delaware,DE,"555,058"
Sussex County,Delaware,DE,"219,321"
District of Columbia,District of Columbia,DC,"685,815"
Alachua County,Florida,FL,"263,959"
Baker County,Florida,FL,"27,884"
Bay County,Florida,FL,"183,634"
Bradford County,Florida,FL,"26,740"
Brevard County,Florida,FL,"576,874"
Broward County,Florida,FL,"1,912,583"
Calhoun County,Florida,FL,"14,330"
Charlotte County,Florida,FL,"177,671"
Citrus County,Florida,FL,"142,804"
Clay County,Florida,FL,"207,246"
Collier County,Florida,FL,"365,445"
Columbia County,Florida,FL,"69,265"
DeSoto County,Florida,FL,"36,255"
Dixie County,Florida,FL,"16,465"
Duval County,Florida,FL,"926,010"
Escambia County,Florida,FL,"311,473"
Flagler County,Florida,FL,"107,406"
Franklin County,Florida,FL,"11,823"
Gadsden County,Florida,FL,"46,086"
Gilchrist County,Florida,FL,"17,622"
Glades County,Florida,FL,"13,406"
Gulf County,Florida,FL,"16,062"
Hamilton County,Florida,FL,"14,303"
Hardee County,Florida,FL,"27,219"
Hendry County,Florida,FL,"40,037"
Hernando County,Florida,FL,"182,459"
Highlands County,Florida,FL,"102,041"
Hillsborough County,Florida,FL,"1,396,693"
Holmes County,Florida,FL,"19,398"
Indian River County,Florida,FL,"151,159"
Jackson County,Florida,FL,"48,299"
Jefferson County,Florida,FL,"13,960"
Lafayette County,Florida,FL,"8,747"
Lake County,Florida,FL,"334,913"
Lee County,Florida,FL,"722,649"
Leon County,Florida,FL,"286,744"
Levy County,Florida,FL,"39,837"
Liberty County,Florida,FL,"8,300"
Madison County,Florida,FL,"18,316"
Manatee County,Florida,FL,"375,373"
Marion County,Florida,FL,"347,469"
Martin County,Florida,FL,"158,325"
Miami-Dade County,Florida,FL,"2,692,213"
Monroe County,Florida,FL,"76,872"
Nassau County,Florida,FL,"80,055"
Okaloosa County,Florida,FL,"200,071"
Okeechobee County,Florida,FL,"40,769"
Orange County,Florida,FL,"1,326,516"
Osceola County,Florida,FL,"338,209"
Palm Beach County,Florida,FL,"1,450,890"
Pasco County,Florida,FL,"509,937"
Pinellas County,Florida,FL,"959,874"
Polk County,Florida,FL,"665,823"
Putnam County,Florida,FL,"72,373"
St. Johns County,Florida,FL,"234,828"
St. Lucie County,Florida,FL,"305,566"
Santa Rosa County,Florida,FL,"169,894"
Sarasota County,Florida,FL,"412,968"
Seminole County,Florida,FL,"455,945"
Sumter County,Florida,FL,"122,009"
Suwannee County,Florida,FL,"43,834"
Taylor County,Florida,FL,"22,099"
Union County,Florida,FL,"15,238"
Volusia County,Florida,FL,"528,453"
Wakulla County,Florida,FL,"31,882"
Walton County,Florida,FL,"65,421"
Washington County,Florida,FL,"24,454"
Appling County,Georgia,GA,"18,428"
Atkinson County,Georgia,GA,"8,244"
Bacon County,Georgia,GA,"11,275"
Baker County,Georgia,GA,"3,183"
Baldwin County,Georgia,GA,"45,259"
Banks County,Georgia,GA,"18,325"
Barrow County,Georgia,GA,"77,000"
Bartow County,Georgia,GA,"103,338"
Ben Hill County,Georgia,GA,"17,251"
Berrien County,Georgia,GA,"18,996"
Bibb County,Georgia,GA,"153,152"
Bleckley County,Georgia,GA,"12,864"
Brantley County,Georgia,GA,"18,415"
Brooks County,Georgia,GA,"15,725"
Bryan County,Georgia,GA,"35,839"
Bulloch County,Georgia,GA,"74,642"
Burke County,Georgia,GA,"22,601"
Butts County,Georgia,GA,"23,736"
Calhoun County,Georgia,GA,"6,359"
Camden County,Georgia,GA,"52,394"
Candler County,Georgia,GA,"10,849"
Carroll County,Georgia,GA,"116,077"
Catoosa County,Georgia,GA,"66,265"
Charlton County,Georgia,GA,"12,842"
Chatham County,Georgia,GA,"288,615"
Chattahoochee County,Georgia,GA,"10,047"
Chattooga County,Georgia,GA,"24,836"
Cherokee County,Georgia,GA,"241,795"
Clarke County,Georgia,GA,"124,905"
Clay County,Georgia,GA,"3,005"
Clayton County,Georgia,GA,"279,333"
Clinch County,Georgia,GA,"6,742"
Cobb County,Georgia,GA,"748,178"
Coffee County,Georgia,GA,"42,908"
Colquitt County,Georgia,GA,"45,429"
Columbia County,Georgia,GA,"147,370"
Cook County,Georgia,GA,"17,162"
Coweta County,Georgia,GA,"140,497"
Crawford County,Georgia,GA,"12,268"
Crisp County,Georgia,GA,"22,905"
Dade County,Georgia,GA,"16,224"
Dawson County,Georgia,GA,"23,668"
Decatur County,Georgia,GA,"26,679"
DeKalb County,Georgia,GA,"746,802"
Dodge County,Georgia,GA,"20,854"
Dooly County,Georgia,GA,"13,853"
Dougherty County,Georgia,GA,"90,389"
Douglas County,Georgia,GA,"141,664"
Early County,Georgia,GA,"10,306"
Echols County,Georgia,GA,"3,956"
Effingham County,Georgia,GA,"58,699"
Elbert County,Georgia,GA,"19,136"
Emanuel County,Georgia,GA,"22,406"
Evans County,Georgia,GA,"10,648"
Fannin County,Georgia,GA,"25,032"
Fayette County,Georgia,GA,"111,218"
Floyd County,Georgia,GA,"96,698"
Forsyth County,Georgia,GA,"220,481"
Franklin County,Georgia,GA,"22,316"
Fulton County,Georgia,GA,"1,022,866"
Gilmer County,Georgia,GA,"29,911"
Glascock County,Georgia,GA,"2,978"
Glynn County,Georgia,GA,"84,099"
Gordon County,Georgia,GA,"56,933"
Grady County,Georgia,GA,"24,869"
Greene County,Georgia,GA,"16,869"
Gwinnett County,Georgia,GA,"904,962"
Habersham County,Georgia,GA,"44,104"
Hall County,Georgia,GA,"196,159"
Hancock County,Georgia,GA,"8,633"
Haralson County,Georgia,GA,"28,830"
Harris County,Georgia,GA,"33,633"
Hart County,Georgia,GA,"25,471"
Heard County,Georgia,GA,"11,579"
Henry County,Georgia,GA,"220,896"
Houston County,Georgia,GA,"151,622"
Irwin County,Georgia,GA,"9,302"
Jackson County,Georgia,GA,"65,061"
Jasper County,Georgia,GA,"13,767"
Jeff Davis County,Georgia,GA,"14,965"
Jefferson County,Georgia,GA,"15,755"
Jenkins County,Georgia,GA,"8,812"
Johnson County,Georgia,GA,"9,660"
Jones County,Georgia,GA,"28,574"
Lamar County,Georgia,GA,"18,484"
Lanier County,Georgia,GA,"10,430"
Laurens County,Georgia,GA,"47,279"
Lee County,Georgia,GA,"29,184"
Liberty County,Georgia,GA,"61,473"
Lincoln County,Georgia,GA,"7,855"
Long County,Georgia,GA,"18,372"
Lowndes County,Georgia,GA,"114,360"
Lumpkin County,Georgia,GA,"31,415"
McDuffie County,Georgia,GA,"21,456"
McIntosh County,Georgia,GA,"14,057"
Macon County,Georgia,GA,"13,478"
Madison County,Georgia,GA,"28,856"
Marion County,Georgia,GA,"8,468"
Meriwether County,Georgia,GA,"21,074"
Miller County,Georgia,GA,"5,874"
Mitchell County,Georgia,GA,"22,455"
Monroe County,Georgia,GA,"26,905"
Montgomery County,Georgia,GA,"8,985"
Morgan County,Georgia,GA,"18,107"
Murray County,Georgia,GA,"39,347"
Muscogee County,Georgia,GA,"196,219"
Newton County,Georgia,GA,"106,499"
Oconee County,Georgia,GA,"36,929"
Oglethorpe County,Georgia,GA,"14,712"
Paulding County,Georgia,GA,"155,246"
Peach County,Georgia,GA,"26,885"
Pickens County,Georgia,GA,"30,652"
Pierce County,Georgia,GA,"19,104"
Pike County,Georgia,GA,"17,897"
Polk County,Georgia,GA,"41,555"
Pulaski County,Georgia,GA,"11,288"
Putnam County,Georgia,GA,"21,515"
Quitman County,Georgia,GA,"2,320"
Rabun County,Georgia,GA,"16,465"
Randolph County,Georgia,GA,"7,155"
Richmond County,Georgia,GA,"201,949"
Rockdale County,Georgia,GA,"88,987"
Schley County,Georgia,GA,"5,173"
Screven County,Georgia,GA,"14,003"
Seminole County,Georgia,GA,"8,427"
Spalding County,Georgia,GA,"64,546"
Stephens County,Georgia,GA,"25,637"
Stewart County,Georgia,GA,"6,122"
Sumter County,Georgia,GA,"30,403"
Talbot County,Georgia,GA,"6,366"
Taliaferro County,Georgia,GA,"1,611"
Tattnall County,Georgia,GA,"25,342"
Taylor County,Georgia,GA,"8,189"
Telfair County,Georgia,GA,"15,962"
Terrell County,Georgia,GA,"8,861"
Thomas County,Georgia,GA,"44,950"
Tift County,Georgia,GA,"40,554"
Toombs County,Georgia,GA,"27,121"
Towns County,Georgia,GA,"11,419"
Treutlen County,Georgia,GA,"6,710"
Troup County,Georgia,GA,"69,939"
Turner County,Georgia,GA,"7,944"
Twiggs County,Georgia,GA,"8,249"
Union County,Georgia,GA,"22,640"
Upson County,Georgia,GA,"26,245"
Walker County,Georgia,GA,"68,455"
Walton County,Georgia,GA,"89,786"
Ware County,Georgia,GA,"35,648"
Warren County,Georgia,GA,"5,345"
Washington County,Georgia,GA,"20,347"
Wayne County,Georgia,GA,"29,974"
Webster County,Georgia,GA,"2,616"
Wheeler County,Georgia,GA,"8,015"
White County,Georgia,GA,"28,828"
Whitfield County,Georgia,GA,"104,406"
Wilcox County,Georgia,GA,"8,841"
Wilkes County,Georgia,GA,"9,809"
Wilkinson County,Georgia,GA,"9,020"
Worth County,Georgia,GA,"20,703"
Hawaii County,Hawaii,HI,"198,316"
Honolulu County,Hawaii,HI,"992,268"
Kalawao County,Hawaii,HI,88
Kauai County,Hawaii,HI,"71,537"
Maui County,Hawaii,HI,"165,350"
Ada County,Idaho,ID,"444,486"
Adams County,Idaho,ID,"3,941"
Bannock County,Idaho,ID,"84,676"
Bear Lake County,Idaho,ID,"5,927"
Benewah County,Idaho,ID,"9,021"
Bingham County,Idaho,ID,"45,315"
Blaine County,Idaho,ID,"22,062"
Boise County,Idaho,ID,"7,095"
Bonner County,Idaho,ID,"42,357"
Bonneville County,Idaho,ID,"112,118"
Boundary County,Idaho,ID,"11,701"
Butte County,Idaho,ID,"2,572"
Camas County,Idaho,ID,"1,082"
Canyon County,Idaho,ID,"211,381"
Caribou County,Idaho,ID,"6,867"
Cassia County,Idaho,ID,"23,479"
Clark County,Idaho,ID,870
Clearwater County,Idaho,ID,"8,651"
Custer County,Idaho,ID,"4,084"
Elmore County,Idaho,ID,"26,137"
Franklin County,Idaho,ID,"13,320"
Fremont County,Idaho,ID,"12,914"
Gem County,Idaho,ID,"16,959"
Gooding County,Idaho,ID,"15,135"
Idaho County,Idaho,ID,"16,236"
Jefferson County,Idaho,ID,"27,830"
Jerome County,Idaho,ID,"23,433"
Kootenai County,Idaho,ID,"153,019"
Latah County,Idaho,ID,"39,050"
Lemhi County,Idaho,ID,"7,709"
Lewis County,Idaho,ID,"3,846"
Lincoln County,Idaho,ID,"5,303"
Madison County,Idaho,ID,"38,972"
Minidoka County,Idaho,ID,"20,613"
Nez Perce County,Idaho,ID,"40,136"
Oneida County,Idaho,ID,"4,296"
Owyhee County,Idaho,ID,"11,364"
Payette County,Idaho,ID,"22,888"
Power County,Idaho,ID,"7,681"
Shoshone County,Idaho,ID,"12,416"
Teton County,Idaho,ID,"11,165"
Twin Falls County,Idaho,ID,"83,819"
Valley County,Idaho,ID,"10,422"
Washington County,Idaho,ID,"10,032"
Adams County,Illinois,IL,"66,475"
Alexander County,Illinois,IL,"6,459"
Bond County,Illinois,IL,"16,546"
Boone County,Illinois,IL,"53,570"
Brown County,Illinois,IL,"6,637"
Bureau County,Illinois,IL,"33,396"
Calhoun County,Illinois,IL,"4,869"
Carroll County,Illinois,IL,"14,596"
Cass County,Illinois,IL,"12,672"
Champaign County,Illinois,IL,"210,198"
Christian County,Illinois,IL,"33,230"
Clark County,Illinois,IL,"15,857"
Clay County,Illinois,IL,"13,314"
Clinton County,Illinois,IL,"37,599"
Coles County,Illinois,IL,"51,783"
Cook County,Illinois,IL,"5,224,272"
Crawford County,Illinois,IL,"19,133"
Cumberland County,Illinois,IL,"10,868"
DeKalb County,Illinois,IL,"104,080"
De Witt County,Illinois,IL,"16,137"
Douglas County,Illinois,IL,"19,727"
DuPage County,Illinois,IL,"931,256"
Edgar County,Illinois,IL,"17,519"
Edwards County,Illinois,IL,"6,536"
Effingham County,Illinois,IL,"34,170"
Fayette County,Illinois,IL,"21,570"
Ford County,Illinois,IL,"13,352"
Franklin County,Illinois,IL,"39,075"
Fulton County,Illinois,IL,"35,473"
Gallatin County,Illinois,IL,"5,157"
Greene County,Illinois,IL,"13,123"
Grundy County,Illinois,IL,"50,317"
Hamilton County,Illinois,IL,"8,186"
Hancock County,Illinois,IL,"18,205"
Hardin County,Illinois,IL,"3,991"
Henderson County,Illinois,IL,"6,886"
Henry County,Illinois,IL,"49,498"
Iroquois County,Illinois,IL,"28,163"
Jackson County,Illinois,IL,"58,726"
Jasper County,Illinois,IL,"9,583"
Jefferson County,Illinois,IL,"38,214"
Jersey County,Illinois,IL,"21,947"
Jo Daviess County,Illinois,IL,"21,814"
Johnson County,Illinois,IL,"12,454"
Kane County,Illinois,IL,"530,726"
Kankakee County,Illinois,IL,"111,080"
Kendall County,Illinois,IL,"124,535"
Knox County,Illinois,IL,"50,917"
Lake County,Illinois,IL,"704,158"
LaSalle County,Illinois,IL,"110,215"
Lawrence County,Illinois,IL,"16,182"
Lee County,Illinois,IL,"34,494"
Livingston County,Illinois,IL,"36,107"
Logan County,Illinois,IL,"29,166"
McDonough County,Illinois,IL,"30,907"
McHenry County,Illinois,IL,"307,159"
McLean County,Illinois,IL,"173,070"
Macon County,Illinois,IL,"106,383"
Macoupin County,Illinois,IL,"45,691"
Madison County,Illinois,IL,"265,641"
Marion County,Illinois,IL,"38,045"
Marshall County,Illinois,IL,"11,881"
Mason County,Illinois,IL,"13,675"
Massac County,Illinois,IL,"14,440"
Menard County,Illinois,IL,"12,398"
Mercer County,Illinois,IL,"15,602"
Monroe County,Illinois,IL,"33,913"
Montgomery County,Illinois,IL,"29,061"
Morgan County,Illinois,IL,"34,632"
Moultrie County,Illinois,IL,"14,610"
Ogle County,Illinois,IL,"51,148"
Peoria County,Illinois,IL,"185,043"
Perry County,Illinois,IL,"21,391"
Piatt County,Illinois,IL,"16,524"
Pike County,Illinois,IL,"15,742"
Pope County,Illinois,IL,"4,182"
Pulaski County,Illinois,IL,"5,604"
Putnam County,Illinois,IL,"5,710"
Randolph County,Illinois,IL,"32,414"
Richland County,Illinois,IL,"15,829"
Rock Island County,Illinois,IL,"144,943"
St. Clair County,Illinois,IL,"263,187"
Saline County,Illinois,IL,"24,230"
Sangamon County,Illinois,IL,"198,026"
Schuyler County,Illinois,IL,"7,030"
Scott County,Illinois,IL,"5,052"
Shelby County,Illinois,IL,"21,733"
Stark County,Illinois,IL,"5,512"
Stephenson County,Illinois,IL,"45,503"
Tazewell County,Illinois,IL,"133,932"
Union County,Illinois,IL,"17,105"
Vermilion County,Illinois,IL,"78,494"
Wabash County,Illinois,IL,"11,542"
Warren County,Illinois,IL,"17,294"
Washington County,Illinois,IL,"14,179"
Wayne County,Illinois,IL,"16,542"
White County,Illinois,IL,"14,079"
Whiteside County,Illinois,IL,"56,476"
Will County,Illinois,IL,"688,328"
Williamson County,Illinois,IL,"67,454"
Winnebago County,Illinois,IL,"286,065"
Woodford County,Illinois,IL,"38,913"
Adams County,Indiana,IN,"35,178"
Allen County,Indiana,IN,"369,412"
Bartholomew County,Indiana,IN,"82,231"
Benton County,Indiana,IN,"8,658"
Blackford County,Indiana,IN,"12,115"
Boone County,Indiana,IN,"64,192"
Brown County,Indiana,IN,"14,996"
Carroll County,Indiana,IN,"19,973"
Cass County,Indiana,IN,"37,905"
Clark County,Indiana,IN,"115,588"
Clay County,Indiana,IN,"26,210"
Clinton County,Indiana,IN,"32,207"
Crawford County,Indiana,IN,"10,583"
Daviess County,Indiana,IN,"33,010"
Dearborn County,Indiana,IN,"49,436"
Decatur County,Indiana,IN,"26,565"
DeKalb County,Indiana,IN,"42,652"
Delaware County,Indiana,IN,"115,657"
Dubois County,Indiana,IN,"42,450"
Elkhart County,Indiana,IN,"203,642"
Fayette County,Indiana,IN,"23,252"
Floyd County,Indiana,IN,"76,734"
Fountain County,Indiana,IN,"16,457"
Franklin County,Indiana,IN,"22,770"
Fulton County,Indiana,IN,"20,118"
Gibson County,Indiana,IN,"33,644"
Grant County,Indiana,IN,"66,669"
Greene County,Indiana,IN,"32,228"
Hamilton County,Indiana,IN,"315,902"
Hancock County,Indiana,IN,"73,765"
Harrison County,Indiana,IN,"39,661"
Hendricks County,Indiana,IN,"160,376"
Henry County,Indiana,IN,"48,345"
Howard County,Indiana,IN,"82,304"
Huntington County,Indiana,IN,"36,294"
Jackson County,Indiana,IN,"43,997"
